document_index,document_id,filename,page_index,page_number,page_bin,text_chars,word_count,token_estimate,pdf_text_blocks,image_count,drawing_count,has_text,is_blank,table_flag,figure_flag
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,65,66,P2,1708,307,427,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,66,67,P2,1910,331,478,16,0,22,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,67,68,P2,2955,531,739,44,0,32,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,68,69,P2,1486,262,372,30,0,11,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,69,70,P2,2492,447,623,28,0,18,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,70,71,P2,1025,174,257,12,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,71,72,P2,519,85,130,6,0,90,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,72,73,P2,1571,260,393,17,0,3,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,73,74,P2,1927,333,482,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,74,75,P2,2079,361,520,16,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,75,76,P2,2326,399,582,14,0,12,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,76,77,P2,1659,296,415,21,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,77,78,P2,1455,252,364,22,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,78,79,P2,1633,285,409,19,0,27,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,79,80,P2,1439,247,360,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,80,81,P2,1663,285,416,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,81,82,P2,1804,304,451,17,0,51,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,82,83,P3,1836,323,459,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,83,84,P3,1594,281,399,20,0,29,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,84,85,P3,1402,236,351,20,0,21,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,85,86,P3,1542,268,386,16,0,22,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,86,87,P3,1622,286,406,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,87,88,P3,1868,335,467,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,88,89,P3,1132,201,283,8,0,161,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,89,90,P3,1431,242,358,21,0,2,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,90,91,P3,1429,262,358,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,91,92,P3,1777,319,445,16,0,22,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,92,93,P3,1531,266,383,21,0,2,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,93,94,P3,1878,345,470,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,94,95,P3,1655,312,414,29,0,34,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,95,96,P3,1552,276,388,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,96,97,P3,1496,256,374,13,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,97,98,P3,2519,409,630,43,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,98,99,P3,1422,240,356,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,99,100,P3,1752,307,438,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,100,101,P3,1569,285,393,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,101,102,P3,1373,229,344,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,102,103,P3,391,69,98,6,0,46,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,103,104,P3,1863,318,466,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,104,105,P3,1649,301,413,17,0,39,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,105,106,P3,1665,285,417,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,106,107,P3,1594,277,399,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,107,108,P3,1399,247,350,18,0,12,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,108,109,P3,219,40,55,5,0,43,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,109,110,P3,1846,320,462,17,0,30,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,110,111,P3,1790,326,448,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,111,112,P3,1856,342,464,22,2,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,112,113,P3,1495,272,374,24,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,113,114,P3,909,162,228,11,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,114,115,P3,717,128,180,6,0,151,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,115,116,P3,1616,275,404,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,116,117,P3,1985,338,497,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,117,118,P3,1410,247,353,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,118,119,P3,1419,227,355,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,119,120,P3,1762,285,441,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,120,121,P3,1731,306,433,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,121,122,P3,1558,264,390,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,122,123,P3,1841,310,461,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,123,124,P4,1574,280,394,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,124,125,P4,1346,233,337,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,125,126,P4,1474,257,369,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,126,127,P4,1812,308,453,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,127,128,P4,1488,263,372,21,0,7,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,128,129,P4,1412,251,353,25,0,16,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,129,130,P4,1366,238,342,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,130,131,P4,1766,312,442,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,131,132,P4,1633,288,409,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,132,133,P4,858,163,215,16,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,133,134,P4,604,101,151,6,0,116,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,134,135,P4,1629,285,408,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,135,136,P4,1750,295,438,18,0,6,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,136,137,P4,1562,262,391,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,137,138,P4,1354,227,339,21,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,138,139,P4,1379,232,345,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,139,140,P4,1243,215,311,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,140,141,P4,1860,328,465,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,141,142,P4,1488,252,372,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,142,143,P4,1607,267,402,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,143,144,P4,1704,292,426,21,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,144,145,P4,1828,303,457,22,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,145,146,P4,1611,283,403,19,0,11,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,146,147,P4,1545,263,387,19,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,147,148,P4,1746,294,437,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,148,149,P4,1702,278,426,17,0,14,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,149,150,P4,1987,346,497,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,150,151,P4,1757,296,440,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,151,152,P4,1836,306,459,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,152,153,P4,1636,281,409,17,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,153,154,P4,935,162,234,9,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,154,155,P4,405,73,102,6,0,76,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,155,156,P4,1445,259,362,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,156,157,P4,2114,355,529,14,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,157,158,P4,1627,270,407,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,158,159,P4,1862,296,466,24,0,9,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,159,160,P4,1610,258,403,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,160,161,P4,1795,313,449,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,161,162,P4,2153,381,539,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,162,163,P4,2101,373,526,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,163,164,P4,1918,333,480,15,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,164,165,P5,938,157,235,6,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,165,166,P5,491,89,123,6,0,82,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,166,167,P5,1770,312,443,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,167,168,P5,1647,274,412,19,0,13,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,168,169,P5,1025,163,257,11,1,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,169,170,P5,1826,297,457,23,0,14,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,170,171,P5,1824,294,456,18,0,15,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,171,172,P5,1453,242,364,18,0,13,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,172,173,P5,1529,266,383,12,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,173,174,P5,1407,239,352,16,0,18,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,174,175,P5,1837,315,460,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,175,176,P5,1848,321,462,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,176,177,P5,396,62,99,6,0,36,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,177,178,P5,1887,319,472,17,0,20,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,178,179,P5,1868,322,467,17,0,21,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,179,180,P5,1987,345,497,32,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,180,181,P5,1597,272,400,20,0,21,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,181,182,P5,1863,319,466,16,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,182,183,P5,2056,333,514,16,0,15,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,183,184,P5,1629,268,408,26,0,14,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,184,185,P5,1509,251,378,20,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,185,186,P5,1696,276,424,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,186,187,P5,1666,270,417,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,187,188,P5,2233,366,559,12,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,188,189,P5,560,89,140,6,0,65,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,189,190,P5,1778,304,445,18,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,190,191,P5,1509,261,378,18,0,2,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,191,192,P5,2173,387,544,17,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,192,193,P5,2067,358,517,16,0,2,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,193,194,P5,2265,399,567,17,0,10,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,194,195,P5,2043,348,511,13,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,195,196,P5,1624,293,406,20,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,196,197,P5,2122,379,531,17,0,14,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,197,198,P5,393,63,99,3,0,1,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,198,199,P5,207,30,52,7,0,8,True,False,False,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,199,200,P5,1194,175,299,27,0,44,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,200,201,P5,1175,165,294,28,0,27,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,201,202,P5,656,90,164,17,0,18,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,202,203,P5,1405,215,352,21,0,19,True,False,True,False
3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,203,204,P5,502,74,126,14,0,7,True,False,True,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,0,1,P1,145,23,37,5,1,11,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,1,2,P1,699,93,175,6,0,3,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,2,3,P1,2773,181,694,12,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,3,4,P1,3330,238,833,12,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,4,5,P1,3713,235,929,12,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,5,6,P1,3018,283,755,14,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,6,7,P1,3039,257,760,16,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,7,8,P1,1629,99,408,7,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,8,9,P1,320,54,80,6,0,38,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,9,10,P1,199,31,50,5,3,291,True,False,False,True
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,10,11,P1,762,127,191,17,2,319,True,False,True,True
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,11,12,P1,1796,341,449,26,8,12,True,False,True,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,12,13,P1,803,146,201,10,2,7,True,False,True,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,13,14,P1,1071,188,268,12,0,198,True,False,False,True
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,14,15,P1,379,59,95,8,1,947,True,False,False,True
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,15,16,P1,1399,240,350,26,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,16,17,P1,881,157,221,12,2,398,True,False,False,True
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,17,18,P1,427,79,107,6,0,51,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,18,19,P1,1572,280,393,22,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,19,20,P1,2020,348,505,17,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,20,21,P1,2214,372,554,17,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,21,22,P1,1727,286,432,21,0,11,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,22,23,P1,989,171,248,15,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,23,24,P1,462,78,116,6,0,36,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,24,25,P1,1481,247,371,20,0,12,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,25,26,P1,1950,340,488,16,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,26,27,P1,1725,300,432,19,0,9,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,27,28,P1,1888,327,472,15,0,9,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,28,29,P1,1607,274,402,22,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,29,30,P1,1975,338,494,16,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,30,31,P1,1968,337,492,18,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,31,32,P1,1453,245,364,20,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,32,33,P1,1744,294,436,18,0,12,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,33,34,P1,1805,313,452,18,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,34,35,P1,1843,320,461,18,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,35,36,P1,2209,375,553,14,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,36,37,P1,1759,298,440,19,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,37,38,P1,2083,362,521,16,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,38,39,P2,2192,356,548,17,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,39,40,P2,1741,296,436,15,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,40,41,P2,1613,267,404,15,0,9,True,False,True,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,41,42,P2,832,145,208,16,0,7,True,False,True,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,42,43,P2,419,69,105,6,0,61,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,43,44,P2,1862,330,466,18,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,44,45,P2,1542,265,386,19,0,16,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,45,46,P2,330,57,83,5,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,46,47,P2,1816,314,454,21,0,15,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,47,48,P2,1473,254,369,18,0,10,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,48,49,P2,1435,242,359,22,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,49,50,P2,1395,245,349,19,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,50,51,P2,1841,321,461,19,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,51,52,P2,871,155,218,9,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,52,53,P2,255,37,64,5,0,44,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,53,54,P2,1541,253,386,21,0,23,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,54,55,P2,1223,220,306,19,0,14,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,55,56,P2,1537,277,385,20,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,56,57,P2,1523,275,381,22,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,57,58,P2,1253,218,314,21,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,58,59,P2,1292,212,323,22,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,59,60,P2,1320,220,330,16,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,60,61,P2,1991,316,498,15,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,61,62,P2,1964,325,491,18,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,62,63,P2,1281,223,321,15,0,1,True,False,False,False
4,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,63,64,P2,1010,190,253,6,0,228,True,False,False,False
