question_pair_id,anchor_question_id,outline_frame_id,document_id,filename,product_model,parent_heading_id,block_id,source_frame_id,block_role,section_path,page_start,page_end,block_sequence,token_estimate,selection_method,selection_status,selection_reason
Q-029,Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f5f44d2e-6abf-505f-beed-a65bdae84cc0,6f5df26a-1f89-55d6-a0a7-650d5cce27d4,d363d52d-99b4-4258-9e83-eca4fbdf4722:6f5df26a-1f89-55d6-a0a7-650d5cce27d4,parent_subtree_child,Manage Your Router > Remote access,153,153,327,109,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-029,Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f5f44d2e-6abf-505f-beed-a65bdae84cc0,ca6f126f-0768-5543-9bb1-a7cd099fd58f,d363d52d-99b4-4258-9e83-eca4fbdf4722:ca6f126f-0768-5543-9bb1-a7cd099fd58f,parent_subtree_child,Manage Your Router > Remote access > Set up remote management,153,154,329,404,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-029,Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f5f44d2e-6abf-505f-beed-a65bdae84cc0,12dad281-8f10-5bdd-9516-33bed9a6e3ba,d363d52d-99b4-4258-9e83-eca4fbdf4722:12dad281-8f10-5bdd-9516-33bed9a6e3ba,parent_subtree_child,Manage Your Router > Remote access > Use remote access,154,154,331,93,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,064bfa5e-acfe-5116-bfed-86471f167a39,e466a3e1-89df-5cd9-a452-cf16fb5080f5,d363d52d-99b4-4258-9e83-eca4fbdf4722:e466a3e1-89df-5cd9-a452-cf16fb5080f5,parent_subtree_child,Use VPN to Access Your Network > Install OpenVPN software,168,168,359,41,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,064bfa5e-acfe-5116-bfed-86471f167a39,61ed1546-a094-59bc-b483-2e2653c7fa78,d363d52d-99b4-4258-9e83-eca4fbdf4722:61ed1546-a094-59bc-b483-2e2653c7fa78,parent_subtree_child,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on Your Windows-Based Computer,168,170,361,678,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,064bfa5e-acfe-5116-bfed-86471f167a39,0ba5e5ee-8685-5618-80d5-a6ee39e3cf64,d363d52d-99b4-4258-9e83-eca4fbdf4722:0ba5e5ee-8685-5618-80d5-a6ee39e3cf64,parent_subtree_child,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on Your Mac Computer,170,171,363,356,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,064bfa5e-acfe-5116-bfed-86471f167a39,99954e13-239d-5fda-87ed-f6509a54b9f5,d363d52d-99b4-4258-9e83-eca4fbdf4722:99954e13-239d-5fda-87ed-f6509a54b9f5,parent_subtree_child,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an iOS Device,171,171,365,337,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-030,Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,064bfa5e-acfe-5116-bfed-86471f167a39,006d8e6b-77f6-54fa-826b-6d417979808f,d363d52d-99b4-4258-9e83-eca4fbdf4722:006d8e6b-77f6-54fa-826b-6d417979808f,anchor,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,172,172,367,337,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,24c5a7a1-ff4a-5a1e-a5c6-f9eb1e47235d,d363d52d-99b4-4258-9e83-eca4fbdf4722:24c5a7a1-ff4a-5a1e-a5c6-f9eb1e47235d,parent_subtree_child,Troubleshooting,189,189,411,143,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,46a38fc4-c550-547d-bc4b-39a2b29510d7,d363d52d-99b4-4258-9e83-eca4fbdf4722:46a38fc4-c550-547d-bc4b-39a2b29510d7,parent_subtree_child,Troubleshooting > Quick tips,190,190,413,18,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,43ee9cdf-ae9a-5b3c-bbe5-ecde0e3d2cfe,d363d52d-99b4-4258-9e83-eca4fbdf4722:43ee9cdf-ae9a-5b3c-bbe5-ecde0e3d2cfe,parent_subtree_child,Troubleshooting > Quick tips > Sequence to restart your network,190,190,415,53,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,4b9a8181-cb6c-5825-85f7-05dab83f2a3f,d363d52d-99b4-4258-9e83-eca4fbdf4722:4b9a8181-cb6c-5825-85f7-05dab83f2a3f,parent_subtree_child,Troubleshooting > Quick tips > Check the power adapter and Ethernet cable connections,190,190,417,129,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,335ea183-1b40-5e35-af4b-f01b3137b0c1,d363d52d-99b4-4258-9e83-eca4fbdf4722:335ea183-1b40-5e35-af4b-f01b3137b0c1,parent_subtree_child,Troubleshooting > Quick tips > Check the WiFi settings,190,190,419,102,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,d7f22ecf-daab-54fc-9de9-74703efb66a1,d363d52d-99b4-4258-9e83-eca4fbdf4722:d7f22ecf-daab-54fc-9de9-74703efb66a1,parent_subtree_child,Troubleshooting > Quick tips > Check the network settings,190,191,421,149,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,da60cb92-8d65-5aae-afac-7d030c7679cf,d363d52d-99b4-4258-9e83-eca4fbdf4722:da60cb92-8d65-5aae-afac-7d030c7679cf,parent_subtree_child,Troubleshooting > Troubleshoot with the LEDs,191,191,423,13,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,b27b612a-5c9c-5c3a-bfbf-41380f330f63,d363d52d-99b4-4258-9e83-eca4fbdf4722:b27b612a-5c9c-5c3a-bfbf-41380f330f63,parent_subtree_child,Troubleshooting > Troubleshoot with the LEDs > Standard LED behavior when the router is powered on,191,191,425,99,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,fca5ee25-d8aa-503c-9059-f2145cd1afdc,d363d52d-99b4-4258-9e83-eca4fbdf4722:fca5ee25-d8aa-503c-9059-f2145cd1afdc,parent_subtree_child,Troubleshooting > Troubleshoot with the LEDs > Power LED is off or blinking,191,191,427,170,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,0a3e9e25-c2a0-5ff5-9ea7-dfcd3a28faec,d363d52d-99b4-4258-9e83-eca4fbdf4722:0a3e9e25-c2a0-5ff5-9ea7-dfcd3a28faec,parent_subtree_child,Troubleshooting > Troubleshoot with the LEDs > Internet or Ethernet LAN port LEDs are off,192,192,429,134,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,5fb6c324-9a3a-55a6-9e85-b28426238725,d363d52d-99b4-4258-9e83-eca4fbdf4722:5fb6c324-9a3a-55a6-9e85-b28426238725,parent_subtree_child,Troubleshooting > You cannot log in to the router,192,193,431,617,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,79822e37-5591-59b3-a4e6-be796ba4abbf,d363d52d-99b4-4258-9e83-eca4fbdf4722:79822e37-5591-59b3-a4e6-be796ba4abbf,parent_subtree_child,Troubleshooting > You cannot access the Internet,193,194,433,746,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,818e0932-f3ff-5602-b5b9-5f1d94d353ed,d363d52d-99b4-4258-9e83-eca4fbdf4722:818e0932-f3ff-5602-b5b9-5f1d94d353ed,anchor,Troubleshooting > Troubleshoot Internet browsing,194,195,435,283,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,89d07740-bf45-5a3f-aae9-8ef36cc53998,d363d52d-99b4-4258-9e83-eca4fbdf4722:89d07740-bf45-5a3f-aae9-8ef36cc53998,parent_subtree_child,Troubleshooting > Changes are not saved,195,195,437,101,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,04bd2000-f1cc-52d9-9646-2736f0fb6c18,d363d52d-99b4-4258-9e83-eca4fbdf4722:04bd2000-f1cc-52d9-9646-2736f0fb6c18,parent_subtree_child,Troubleshooting > Troubleshoot WiFi connectivity,195,196,439,306,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,a2347ca2-0954-5c9e-9a7f-4c8ff58864c6,d363d52d-99b4-4258-9e83-eca4fbdf4722:a2347ca2-0954-5c9e-9a7f-4c8ff58864c6,parent_subtree_child,Troubleshooting > Troubleshoot your network using the ping utility,196,196,441,64,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,b6ce6497-49a9-5a9f-a737-af08a875eaa5,d363d52d-99b4-4258-9e83-eca4fbdf4722:b6ce6497-49a9-5a9f-a737-af08a875eaa5,parent_subtree_child,Troubleshooting > Troubleshoot your network using the ping utility > Test the LAN path to your router,196,197,443,351,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-031,Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a13cb458-a45a-5217-8d46-5a13758b9da9,3b16622f-2234-5fed-adf6-69cc491ea918,d363d52d-99b4-4258-9e83-eca4fbdf4722:3b16622f-2234-5fed-adf6-69cc491ea918,parent_subtree_child,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,197,198,445,395,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-032,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,131a2910-c703-5cd0-aa5e-bc0414012b26,fac1f6ea-f1a9-50e3-be96-b92d4f433db1,8a56b2bf-5d68-4806-abb7-de39894bb404:fac1f6ea-f1a9-50e3-be96-b92d4f433db1,parent_subtree_child,Connect to the Network and Access the Router > Connect to the Network,19,19,21,53,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-032,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,131a2910-c703-5cd0-aa5e-bc0414012b26,cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279,8a56b2bf-5d68-4806-abb7-de39894bb404:cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279,anchor,Connect to the Network and Access the Router > Connect to the Network > Wired Connection,19,19,23,114,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-032,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,131a2910-c703-5cd0-aa5e-bc0414012b26,b1147279-285c-50dc-965c-7722351f3563,8a56b2bf-5d68-4806-abb7-de39894bb404:b1147279-285c-50dc-965c-7722351f3563,parent_subtree_child,Connect to the Network and Access the Router > Connect to the Network > WiFi Connection,19,19,25,91,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-032,Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,131a2910-c703-5cd0-aa5e-bc0414012b26,db3f81a5-963b-525a-8b9c-8af646091a3d,8a56b2bf-5d68-4806-abb7-de39894bb404:db3f81a5-963b-525a-8b9c-8af646091a3d,parent_subtree_child,Connect to the Network and Access the Router > Connect to the Network > WiFi Connection Using WPS,19,20,27,137,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,c876a9e7-5747-5650-8148-a7eb6af154a7,8a56b2bf-5d68-4806-abb7-de39894bb404:c876a9e7-5747-5650-8148-a7eb6af154a7,parent_subtree_child,Specify Your Internet Settings,24,24,41,107,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,9213a4bb-497e-56d3-be43-8791bb53a54e,8a56b2bf-5d68-4806-abb7-de39894bb404:9213a4bb-497e-56d3-be43-8791bb53a54e,anchor,Specify Your Internet Settings > Use the Internet Setup Wizard,25,25,43,258,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,7e389eff-b1fc-52c6-9c31-67af5c617208,8a56b2bf-5d68-4806-abb7-de39894bb404:7e389eff-b1fc-52c6-9c31-67af5c617208,parent_subtree_child,Specify Your Internet Settings > Manually Set Up the Internet Connection,25,25,45,17,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,3ff9be43-5715-56e3-841b-b0a52c53d0cb,8a56b2bf-5d68-4806-abb7-de39894bb404:3ff9be43-5715-56e3-841b-b0a52c53d0cb,parent_subtree_child,Specify Your Internet Settings > Manually Set Up the Internet Connection > Specify an Internet Connection Without a Login,25,27,47,573,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,d0653d09-42fb-5c23-be13-108c6bb1d370,8a56b2bf-5d68-4806-abb7-de39894bb404:d0653d09-42fb-5c23-be13-108c6bb1d370,parent_subtree_child,Specify Your Internet Settings > Manually Set Up the Internet Connection > Specify an Internet Connection That Uses a Login,27,28,49,693,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,813f2028-c3d4-5440-b95b-590eb3046438,8a56b2bf-5d68-4806-abb7-de39894bb404:813f2028-c3d4-5440-b95b-590eb3046438,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections,28,29,51,255,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,28b68112-abb7-5350-b4ea-76283efa50fc,8a56b2bf-5d68-4806-abb7-de39894bb404:28b68112-abb7-5350-b4ea-76283efa50fc,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Requirements for Entering IPv6 Addresses,29,29,53,94,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,b599fbfb-3343-57c9-9850-044f73b384dd,8a56b2bf-5d68-4806-abb7-de39894bb404:b599fbfb-3343-57c9-9850-044f73b384dd,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Use Auto Detect for an IPv6 Internet Connection,29,30,55,567,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,42167bc0-e34c-5226-ad86-a6c638c5859a,8a56b2bf-5d68-4806-abb7-de39894bb404:42167bc0-e34c-5226-ad86-a6c638c5859a,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 6to4 Tunnel Internet Connection,30,32,57,587,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,ec4bf452-0be9-5d97-8612-be4bb085ebde,8a56b2bf-5d68-4806-abb7-de39894bb404:ec4bf452-0be9-5d97-8612-be4bb085ebde,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 Pass Through Internet Connection,32,32,59,221,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,756c6b35-6819-5f91-9114-70c60986bba9,8a56b2bf-5d68-4806-abb7-de39894bb404:756c6b35-6819-5f91-9114-70c60986bba9,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 Fixed Internet Connection,32,34,61,534,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,e31d999c-67c2-5b3d-b8af-b7c8a950fac4,8a56b2bf-5d68-4806-abb7-de39894bb404:e31d999c-67c2-5b3d-b8af-b7c8a950fac4,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 DHCP Internet Connection,34,35,63,700,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,b3bbb7b6-6221-5146-8dbd-cdde9357f46e,8a56b2bf-5d68-4806-abb7-de39894bb404:b3bbb7b6-6221-5146-8dbd-cdde9357f46e,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 PPPoE Internet Connection,35,37,65,781,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,8d88438b-9b81-5ed8-9f6f-86d10990694c,8a56b2bf-5d68-4806-abb7-de39894bb404:8d88438b-9b81-5ed8-9f6f-86d10990694c,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Use Auto Config for an IPv6 Internet Connection,37,38,67,696,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,b4ea45d9-09f3-515c-9530-7531ea961c6b,8a56b2bf-5d68-4806-abb7-de39894bb404:b4ea45d9-09f3-515c-9530-7531ea961c6b,parent_subtree_child,Specify Your Internet Settings > Specify IPv6 Internet Connections > Set Up an IPv6 6rd Internet Connection,38,40,69,929,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,d510a528-960a-5a04-a418-52be3577de37,8a56b2bf-5d68-4806-abb7-de39894bb404:d510a528-960a-5a04-a418-52be3577de37,parent_subtree_child,Specify Your Internet Settings > Manage the MTU Size,40,40,71,23,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,141ba841-dddb-5f3d-a3f3-8f1e37f56530,8a56b2bf-5d68-4806-abb7-de39894bb404:141ba841-dddb-5f3d-a3f3-8f1e37f56530,parent_subtree_child,Specify Your Internet Settings > Manage the MTU Size > MTU Concepts,40,42,73,497,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
Q-033,Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,0d01bdc9-bde0-54ce-b358-ea77943a623f,e4b05b24-584a-5366-a28d-496a3b7a726a,8a56b2bf-5d68-4806-abb7-de39894bb404:e4b05b24-584a-5366-a28d-496a3b7a726a,parent_subtree_child,Specify Your Internet Settings > Manage the MTU Size > Change the MTU Size,42,42,75,153,nearest_ancestor_subtree,candidate,anchor_or_parent_subtree_child
