outline_frame_id,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,depth,page_start,page_end,page_bin,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,table_figure_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason,stratum_id,candidate_rank_in_stratum,selected_for_question,selection_seed,selection_stage,review_status
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:445d1e1ec41ff4e9,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:445d1e1ec41ff4e9,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,f6aa16e1-51f9-54b0-8d61-703e1302f096,Set a Plan Limit for the Data Counter,Manage the Modem and Monitor Usage and the Network > Set a Plan Limit for the Data Counter,Manage the Modem and Monitor Usage and the Network,2,70,71,P4,1,1,1,1,1390,1390,348,348,0,0ccb8b69-decb-5c77-9ef9-18e520716b11,0ccb8b69-decb-5c77-9ef9-18e520716b11,398c0bb9-3253-4629-a5ed-18f51d9fb36b:0ccb8b69-decb-5c77-9ef9-18e520716b11,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P4,5,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:c5ec0706d24d88c7,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:c5ec0706d24d88c7,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,8cf131b4-ea9c-5029-81ff-977ba17f8b88,What do I do when I can’t access the Internet?,Frequently Asked Questions > What do I do when I can’t access the Internet?,Frequently Asked Questions,2,83,83,P4,1,1,1,1,558,558,140,140,0,22b9d588-290e-56c3-b9f2-4a21b8441b18,22b9d588-290e-56c3-b9f2-4a21b8441b18,398c0bb9-3253-4629-a5ed-18f51d9fb36b:22b9d588-290e-56c3-b9f2-4a21b8441b18,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P4,1,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:623d8b68d20208e6,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:623d8b68d20208e6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,04e3bb95-caf7-55e5-9bc1-9a5c777f48b1,How do I access the modem’s web pages?,Frequently Asked Questions > How do I access the modem’s web pages?,Frequently Asked Questions,2,84,84,P4,1,1,1,1,118,118,30,30,0,43434cb0-0be2-5d97-be19-dfb7256b7c44,43434cb0-0be2-5d97-be19-dfb7256b7c44,398c0bb9-3253-4629-a5ed-18f51d9fb36b:43434cb0-0be2-5d97-be19-dfb7256b7c44,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P4,2,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d07dcb731c37a0a4,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d07dcb731c37a0a4,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,604fed05-b71b-523d-a976-95a5bfc30754,How do I disconnect from the mobile broadband network?,Frequently Asked Questions > How do I disconnect from the mobile broadband network?,Frequently Asked Questions,2,85,85,P5,1,1,1,1,770,770,193,193,0,28cee3a7-23fe-576a-84f2-2a8e77e2689c,28cee3a7-23fe-576a-84f2-2a8e77e2689c,398c0bb9-3253-4629-a5ed-18f51d9fb36b:28cee3a7-23fe-576a-84f2-2a8e77e2689c,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P5,2,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d3163e7ae31e618d,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:d3163e7ae31e618d,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,04519b9f-b01d-557c-b4c6-1c36beeee581,Alert Messages,Alerts and Troubleshooting > Alert Messages,Alerts and Troubleshooting,2,91,91,P5,1,1,1,1,1200,1200,300,300,1,ecb1143f-6095-5459-b965-f4eca8e4245c,ecb1143f-6095-5459-b965-f4eca8e4245c,398c0bb9-3253-4629-a5ed-18f51d9fb36b:ecb1143f-6095-5459-b965-f4eca8e4245c,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P5,5,False,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:6359ba84b27768d6,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:6359ba84b27768d6,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,bb921a9e-5afd-5f1a-b34b-be3e6be3ad15,Quick Tips for Troubleshooting,Alerts and Troubleshooting > Quick Tips for Troubleshooting,Alerts and Troubleshooting,2,91,92,P5,1,1,1,1,1073,1073,269,269,1,82ef2627-a58c-55ae-ab74-3f865a33e979,82ef2627-a58c-55ae-ab74-3f865a33e979,398c0bb9-3253-4629-a5ed-18f51d9fb36b:82ef2627-a58c-55ae-ab74-3f865a33e979,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P5,3,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:540f7aed0e05d214,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:540f7aed0e05d214,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,69c28e5f-e669-58fd-a825-6252c69d74a0,Obtain an Internet IP Address From Your Service Provider,Alerts and Troubleshooting > Troubleshoot the Mobile Broadband Internet Connection > Obtain an Internet IP Address From Your Service Provider,Alerts and Troubleshooting > Troubleshoot the Mobile Broadband Internet Connection,3,95,96,P5,1,1,1,1,898,898,225,225,0,6f442d4b-b8ba-5fe7-b4e9-9e90463dc194,6f442d4b-b8ba-5fe7-b4e9-9e90463dc194,398c0bb9-3253-4629-a5ed-18f51d9fb36b:6f442d4b-b8ba-5fe7-b4e9-9e90463dc194,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P5,1,True,20260831,outline_random_pick,pending_manual_review
398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:46dbdc8c2215d3a5,398c0bb9-3253-4629-a5ed-18f51d9fb36b:OUTLINE:46dbdc8c2215d3a5,398c0bb9-3253-4629-a5ed-18f51d9fb36b,netgear-lm1200.pdf,LM1200,8929301f-af95-5d23-a36a-4a5b7dce334e,Test the Path From Your Computer to a Remote Device,Alerts and Troubleshooting > TCP/IP Network Not Responding > Test the Path From Your Computer to a Remote Device,Alerts and Troubleshooting > TCP/IP Network Not Responding,3,97,98,P5,1,1,1,1,1322,1322,331,331,0,2650f530-95f3-5f7a-b11f-acb33d44bc62,2650f530-95f3-5f7a-b11f-acb33d44bc62,398c0bb9-3253-4629-a5ed-18f51d9fb36b:2650f530-95f3-5f7a-b11f-acb33d44bc62,True,leaf outline with direct text candidate,398c0bb9-3253-4629-a5ed-18f51d9fb36b::P5,4,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5e35b0410f75a90b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5e35b0410f75a90b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,330747fc-d02d-5e9d-b9d3-c3f035aa42b8,Wall-Mount Your Router,Hardware Overview of the Router > Wall-Mount Your Router,Hardware Overview of the Router,2,16,17,P1,1,1,1,1,537,537,135,135,1,82df858c-58dc-5218-ab49-31371a22c36b,82df858c-58dc-5218-ab49-31371a22c36b,d363d52d-99b4-4258-9e83-eca4fbdf4722:82df858c-58dc-5218-ab49-31371a22c36b,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P1,3,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:45cb4eb30e732d61,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:45cb4eb30e732d61,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a807c8ef-49b0-50a8-b37a-fb6bad347d8f,Change the language,Connect to the Network and Access the Router > Change the language,Connect to the Network and Access the Router,2,23,23,P1,1,1,1,1,705,705,177,177,0,828f4d55-febe-5dbd-a701-f2a193bb73b3,828f4d55-febe-5dbd-a701-f2a193bb73b3,d363d52d-99b4-4258-9e83-eca4fbdf4722:828f4d55-febe-5dbd-a701-f2a193bb73b3,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P1,2,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d0ee27b3b2631033,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d0ee27b3b2631033,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,68ca60e0-75b4-5d91-a8c3-ffbd314ff508,Specify an Internet connection that uses a login and PPPoE service,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection that uses a login and PPPoE service,Specify Your Internet Settings > Manually set up the Internet connection,3,27,28,P1,1,1,1,1,3179,3179,795,795,0,1190a45f-877b-5cd2-a8d9-5ab1c390c374,1190a45f-877b-5cd2-a8d9-5ab1c390c374,d363d52d-99b4-4258-9e83-eca4fbdf4722:1190a45f-877b-5cd2-a8d9-5ab1c390c374,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P1,4,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d330686b16c734af,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:d330686b16c734af,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,acfe1994-f10a-5e64-8fdf-f049293fd228,Set up an IPv6 6to4 tunnel Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 6to4 tunnel Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections,3,34,35,P1,1,1,1,1,2548,2548,637,637,0,ad49e55f-a53b-5c41-8bf1-a36c022c9b3b,ad49e55f-a53b-5c41-8bf1-a36c022c9b3b,d363d52d-99b4-4258-9e83-eca4fbdf4722:ad49e55f-a53b-5c41-8bf1-a36c022c9b3b,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P1,1,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:88cdae4e848e09b9,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:88cdae4e848e09b9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,1f607def-6af3-595e-9fdb-3e8b327a3b8a,MTU concepts,Specify Your Internet Settings > Manage the MTU size > MTU concepts,Specify Your Internet Settings > Manage the MTU size,3,42,43,P2,1,1,1,1,2005,2005,502,502,1,ae418564-dba4-5258-bb5b-731e4c45585d,ae418564-dba4-5258-bb5b-731e4c45585d,d363d52d-99b4-4258-9e83-eca4fbdf4722:ae418564-dba4-5258-bb5b-731e4c45585d,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P2,1,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:fac12b6c6fd62dc2,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:fac12b6c6fd62dc2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2478c3d2-0377-50d1-b69b-f398fe80e168,Change the MTU size,Specify Your Internet Settings > Manage the MTU size > Change the MTU size,Specify Your Internet Settings > Manage the MTU size,3,43,43,P2,1,1,1,1,1049,1049,263,263,0,d4e1d4fc-7655-51fc-8d81-af75a4b11734,d4e1d4fc-7655-51fc-8d81-af75a4b11734,d363d52d-99b4-4258-9e83-eca4fbdf4722:d4e1d4fc-7655-51fc-8d81-af75a4b11734,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P2,4,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f870b0410fe0711a,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f870b0410fe0711a,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,b2c2acf8-ba60-5f63-a4c1-b5a12fc1bf64,Remove a QoS Rule,Optimize Performance > Manage Default and Custom QoS Rules > Remove a QoS Rule,Optimize Performance > Manage Default and Custom QoS Rules,3,49,49,P2,1,1,1,1,780,780,195,195,0,31b5dd16-326a-5e79-817f-c2585e0248a2,31b5dd16-326a-5e79-817f-c2585e0248a2,d363d52d-99b4-4258-9e83-eca4fbdf4722:31b5dd16-326a-5e79-817f-c2585e0248a2,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P2,3,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:ab4abb4e4c6e01de,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:ab4abb4e4c6e01de,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,a301de28-b8f9-5876-9d74-f9c8c3fe11d7,Manage the Basic WiFi Settings and WiFi Security of the Guest Network,Manage the Basic WiFi Network Settings > Manage the Basic WiFi Settings and WiFi Security of the Guest Network,Manage the Basic WiFi Network Settings,2,67,70,P2,1,1,1,1,8548,8548,2137,2137,0,5a8ea064-f6fa-5420-9823-be8bde7d1d4c,5a8ea064-f6fa-5420-9823-be8bde7d1d4c,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a8ea064-f6fa-5420-9823-be8bde7d1d4c,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P2,2,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c13e62b9f187f6d4,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c13e62b9f187f6d4,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,743c607c-7df2-502d-be68-fe7782d17d8e,Map a USB device to a Windows network drive,Share USB Storage Devices Attached to the Router > Map a USB device to a Windows network drive,Share USB Storage Devices Attached to the Router,2,92,93,P3,1,1,1,1,1170,1170,293,293,0,99499532-5b21-5760-a622-cfdce7cb36f4,99499532-5b21-5760-a622-cfdce7cb36f4,d363d52d-99b4-4258-9e83-eca4fbdf4722:99499532-5b21-5760-a622-cfdce7cb36f4,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,4,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,1fdf46d2-8518-5b1b-a1b2-dffede20f159,Manage Access to a Storage Device,Share USB Storage Devices Attached to the Router > Manage Access to a Storage Device,Share USB Storage Devices Attached to the Router,2,97,98,P3,1,1,1,1,3868,3868,967,967,0,0528f0b9-15e5-5482-9a68-0f02d2d61d68,0528f0b9-15e5-5482-9a68-0f02d2d61d68,d363d52d-99b4-4258-9e83-eca4fbdf4722:0528f0b9-15e5-5482-9a68-0f02d2d61d68,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,5,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2c8dccb2-22ff-57f9-a084-ef5395d58db1,Edit a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Edit a network folder on a USB storage device,Share USB Storage Devices Attached to the Router,2,101,102,P3,1,1,1,1,859,859,215,215,0,12d6aaad-d982-5f95-8b7d-63ba7706aba5,12d6aaad-d982-5f95-8b7d-63ba7706aba5,d363d52d-99b4-4258-9e83-eca4fbdf4722:12d6aaad-d982-5f95-8b7d-63ba7706aba5,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,2,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:286ec77ba10a2808,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:286ec77ba10a2808,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,0b91f5d2-170e-5454-8777-46fc2d4898ce,Set Up the Router’s iTunes Server With the Remote App,Use the Router as a Media Server > Play Music From a Storage Device With iTunes Server > Set Up the Router’s iTunes Server With the Remote App,Use the Router as a Media Server > Play Music From a Storage Device With iTunes Server,3,112,113,P3,1,1,1,1,1933,1933,484,484,0,87bbfe04-4eff-5911-879c-c7b27d6bcb7a,87bbfe04-4eff-5911-879c-c7b27d6bcb7a,d363d52d-99b4-4258-9e83-eca4fbdf4722:87bbfe04-4eff-5911-879c-c7b27d6bcb7a,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,1,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2c18ffa4-9554-58b4-8ced-e1d2b5aceae1,Manage VPN Pass-Through,Manage the WAN and LAN Network Settings > Manage VPN Pass-Through,Manage the WAN and LAN Network Settings,2,119,119,P3,1,1,1,1,1041,1041,261,261,0,3fbed70d-f242-5a78-90cc-f0f2674fe5f7,3fbed70d-f242-5a78-90cc-f0f2674fe5f7,d363d52d-99b4-4258-9e83-eca4fbdf4722:3fbed70d-f242-5a78-90cc-f0f2674fe5f7,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,3,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:7ab9b7da4356c04e,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:7ab9b7da4356c04e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f832cd2c-4625-53fd-8792-59d48cfa5ed4,Manage the SIP Application-Level Gateway,Manage the WAN and LAN Network Settings > Manage the SIP Application-Level Gateway,Manage the WAN and LAN Network Settings,2,120,121,P3,1,1,1,1,973,973,244,244,0,b2b929c7-6625-5a91-b295-f5bcfed06e09,b2b929c7-6625-5a91-b295-f5bcfed06e09,d363d52d-99b4-4258-9e83-eca4fbdf4722:b2b929c7-6625-5a91-b295-f5bcfed06e09,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P3,6,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,376b37ac-f978-596a-81ad-0b1f58adbf88,Set Up a Bridge for a Port Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a Port Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group,3,131,131,P4,1,1,1,1,1679,1679,420,420,0,92de127d-5c3f-5d2a-a801-234fc3e5b014,92de127d-5c3f-5d2a-a801-234fc3e5b014,d363d52d-99b4-4258-9e83-eca4fbdf4722:92de127d-5c3f-5d2a-a801-234fc3e5b014,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P4,4,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,f4d97b7e-3d34-5bdd-aab5-b3639d2c0e28,Check for new firmware and update the router,Manage Your Router > Update the router firmware > Check for new firmware and update the router,Manage Your Router > Update the router firmware,3,135,136,P4,1,1,1,1,1581,1581,396,396,0,2a3ade55-f893-5d78-8ead-3ff6b3d197c7,2a3ade55-f893-5d78-8ead-3ff6b3d197c7,d363d52d-99b4-4258-9e83-eca4fbdf4722:2a3ade55-f893-5d78-8ead-3ff6b3d197c7,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P4,2,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,08ef1d87-c57a-5842-9b91-658675869362,Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router,2,140,141,P4,1,1,1,1,1187,1187,297,297,0,5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P4,5,True,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f36311c9fbb5c33b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:f36311c9fbb5c33b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,2026fd8d-cbd9-5bdf-b01a-174132e6d9a0,Erase the settings,Manage Your Router > Return the router to its factory default settings > Erase the settings,Manage Your Router > Return the router to its factory default settings,3,142,142,P4,1,1,1,1,1000,1000,250,250,0,30cb5af4-ad9a-5de4-b044-140768a610eb,30cb5af4-ad9a-5de4-b044-140768a610eb,d363d52d-99b4-4258-9e83-eca4fbdf4722:30cb5af4-ad9a-5de4-b044-140768a610eb,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P4,1,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:68fbe6ef545dd2f2,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:68fbe6ef545dd2f2,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,58c32c42-66bf-5675-b864-20c5ebfb18b8,Unblock the Traffic Meter After the Traffic Limit Is Reached,Manage Your Router > Monitor and Meter Internet Traffic > Unblock the Traffic Meter After the Traffic Limit Is Reached,Manage Your Router > Monitor and Meter Internet Traffic,3,152,152,P4,1,1,1,1,989,989,248,248,0,7856e894-111e-53fa-a711-a0d01acdcad8,7856e894-111e-53fa-a711-a0d01acdcad8,d363d52d-99b4-4258-9e83-eca4fbdf4722:7856e894-111e-53fa-a711-a0d01acdcad8,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P4,3,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:034e36ac4554a972,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:034e36ac4554a972,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,6096f807-00e2-51a3-8fc0-4cf7c245b420,Specify VPN Service in the Router,Use VPN to Access Your Network > Specify VPN Service in the Router,Use VPN to Access Your Network,2,167,168,P5,1,1,1,1,1176,1176,294,294,0,5a2880cf-d756-5339-84e6-c63563eeb2cb,5a2880cf-d756-5339-84e6-c63563eeb2cb,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a2880cf-d756-5339-84e6-c63563eeb2cb,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P5,3,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ed76a05b7efc6c6,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ed76a05b7efc6c6,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,07552742-3941-5c07-aafb-e2db44d7c9db,Install OpenVPN Software on Your Mac Computer,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on Your Mac Computer,Use VPN to Access Your Network > Install OpenVPN software,3,170,171,P5,1,1,1,1,1422,1422,356,356,0,0ba5e5ee-8685-5618-80d5-a6ee39e3cf64,0ba5e5ee-8685-5618-80d5-a6ee39e3cf64,d363d52d-99b4-4258-9e83-eca4fbdf4722:0ba5e5ee-8685-5618-80d5-a6ee39e3cf64,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P5,2,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:4f0479dd9f44afab,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:4f0479dd9f44afab,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,410e12ee-9b49-513c-8060-d94f45367d10,Install OpenVPN Software on an iOS Device,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an iOS Device,Use VPN to Access Your Network > Install OpenVPN software,3,171,171,P5,1,1,1,1,1346,1346,337,337,0,99954e13-239d-5fda-87ed-f6509a54b9f5,99954e13-239d-5fda-87ed-f6509a54b9f5,d363d52d-99b4-4258-9e83-eca4fbdf4722:99954e13-239d-5fda-87ed-f6509a54b9f5,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P5,4,False,20260831,outline_random_pick,pending_manual_review
d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,61db75aa-17ff-59eb-806b-3cf436822083,Install OpenVPN Software on an Android Device,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,Use VPN to Access Your Network > Install OpenVPN software,3,172,172,P5,1,1,1,1,1348,1348,337,337,0,006d8e6b-77f6-54fa-826b-6d417979808f,006d8e6b-77f6-54fa-826b-6d417979808f,d363d52d-99b4-4258-9e83-eca4fbdf4722:006d8e6b-77f6-54fa-826b-6d417979808f,True,leaf outline with direct text candidate,d363d52d-99b4-4258-9e83-eca4fbdf4722::P5,1,True,20260831,outline_random_pick,pending_manual_review
