question_id,outline_frame_id,outline_id,document_id,filename,product_model,heading_text,section_path,page_start,page_end,page_bin,direct_source_frame_ids,question_family,language,selection_seed,slot_status,review_status,question_pair_id
Q-124,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:8ea5c049a8abf47b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage Access to a Storage Device,Share USB Storage Devices Attached to the Router > Manage Access to a Storage Device,97,98,P3,d363d52d-99b4-4258-9e83-eca4fbdf4722:0528f0b9-15e5-5482-9a68-0f02d2d61d68,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-024
Q-025,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Edit a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Edit a network folder on a USB storage device,101,102,P3,d363d52d-99b4-4258-9e83-eca4fbdf4722:12d6aaad-d982-5f95-8b7d-63ba7706aba5,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-025
Q-125,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:902cbde304aea84b,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Edit a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Edit a network folder on a USB storage device,101,102,P3,d363d52d-99b4-4258-9e83-eca4fbdf4722:12d6aaad-d982-5f95-8b7d-63ba7706aba5,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-025
Q-026,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage VPN Pass-Through,Manage the WAN and LAN Network Settings > Manage VPN Pass-Through,119,119,P3,d363d52d-99b4-4258-9e83-eca4fbdf4722:3fbed70d-f242-5a78-90cc-f0f2674fe5f7,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-026
Q-126,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c27c0cf701a42141,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Manage VPN Pass-Through,Manage the WAN and LAN Network Settings > Manage VPN Pass-Through,119,119,P3,d363d52d-99b4-4258-9e83-eca4fbdf4722:3fbed70d-f242-5a78-90cc-f0f2674fe5f7,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-026
Q-027,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Set Up a Bridge for a Port Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a Port Group,131,131,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:92de127d-5c3f-5d2a-a801-234fc3e5b014,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-027
Q-127,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:5283c300a58533cf,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Set Up a Bridge for a Port Group,Manage the WAN and LAN Network Settings > Set Up a Bridge for a Port Group or VLAN Tag Group > Set Up a Bridge for a Port Group,131,131,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:92de127d-5c3f-5d2a-a801-234fc3e5b014,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-027
Q-028,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Check for new firmware and update the router,Manage Your Router > Update the router firmware > Check for new firmware and update the router,135,136,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:2a3ade55-f893-5d78-8ead-3ff6b3d197c7,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-028
Q-128,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:759d64cd684a03d3,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Check for new firmware and update the router,Manage Your Router > Update the router firmware > Check for new firmware and update the router,135,136,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:2a3ade55-f893-5d78-8ead-3ff6b3d197c7,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-028
Q-029,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,140,141,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-029
Q-129,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:c406dcd0d505ed73,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Disable or Enable LED Blinking or Turn Off LEDs,Manage Your Router > Disable or Enable LED Blinking or Turn Off LEDs,140,141,P4,d363d52d-99b4-4258-9e83-eca4fbdf4722:5a7fc3bd-5bd0-57b2-944d-5a981598dcf7,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-029
Q-030,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Install OpenVPN Software on an Android Device,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,172,172,P5,d363d52d-99b4-4258-9e83-eca4fbdf4722:006d8e6b-77f6-54fa-826b-6d417979808f,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-030
Q-130,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:aaa110d73c5ebaf9,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Install OpenVPN Software on an Android Device,Use VPN to Access Your Network > Install OpenVPN software > Install OpenVPN Software on an Android Device,172,172,P5,d363d52d-99b4-4258-9e83-eca4fbdf4722:006d8e6b-77f6-54fa-826b-6d417979808f,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-030
Q-031,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Troubleshoot Internet browsing,Troubleshooting > Troubleshoot Internet browsing,194,195,P5,d363d52d-99b4-4258-9e83-eca4fbdf4722:818e0932-f3ff-5602-b5b9-5f1d94d353ed,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-031
Q-131,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722:OUTLINE:6ca762548278f56e,d363d52d-99b4-4258-9e83-eca4fbdf4722,netgear-r6350.pdf,R6350,Troubleshoot Internet browsing,Troubleshooting > Troubleshoot Internet browsing,194,195,P5,d363d52d-99b4-4258-9e83-eca4fbdf4722:818e0932-f3ff-5602-b5b9-5f1d94d353ed,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-031
Q-032,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Wired Connection,Connect to the Network and Access the Router > Connect to the Network > Wired Connection,19,19,P1,8a56b2bf-5d68-4806-abb7-de39894bb404:cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-032
Q-132,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0cc5c443004437fd,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Wired Connection,Connect to the Network and Access the Router > Connect to the Network > Wired Connection,19,19,P1,8a56b2bf-5d68-4806-abb7-de39894bb404:cf6a9c70-f40a-521b-8ee5-c0a7ff8c1279,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-032
Q-033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Use the Internet Setup Wizard,Specify Your Internet Settings > Use the Internet Setup Wizard,25,25,P1,8a56b2bf-5d68-4806-abb7-de39894bb404:9213a4bb-497e-56d3-be43-8791bb53a54e,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-033
Q-133,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:615f1a78bd39eb84,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Use the Internet Setup Wizard,Specify Your Internet Settings > Use the Internet Setup Wizard,25,25,P1,8a56b2bf-5d68-4806-abb7-de39894bb404:9213a4bb-497e-56d3-be43-8791bb53a54e,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-033
Q-034,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Add a QoS Rule by LAN pot,Optimize Performance > Optimize Internet Streaming With Dynamic QoS > Enable Advanced QoS and Manually Set Up QoS Rules > Add a QoS Rule by LAN pot,56,57,P2,8a56b2bf-5d68-4806-abb7-de39894bb404:8aecb252-6293-553d-8e28-ef7b756f0c82,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-034
Q-134,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f4bd6a547d16c31d,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Add a QoS Rule by LAN pot,Optimize Performance > Optimize Internet Streaming With Dynamic QoS > Enable Advanced QoS and Manually Set Up QoS Rules > Add a QoS Rule by LAN pot,56,57,P2,8a56b2bf-5d68-4806-abb7-de39894bb404:8aecb252-6293-553d-8e28-ef7b756f0c82,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-034
Q-035,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Improve Network Connections With Universal Plug-N-Play,Optimize Performance > Improve Network Connections With Universal Plug-N-Play,61,62,P2,8a56b2bf-5d68-4806-abb7-de39894bb404:54a5ae0e-dabe-533f-8906-cd65b27661ec,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-035
Q-135,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:08da0d3cf6f7d113,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Improve Network Connections With Universal Plug-N-Play,Optimize Performance > Improve Network Connections With Universal Plug-N-Play,61,62,P2,8a56b2bf-5d68-4806-abb7-de39894bb404:54a5ae0e-dabe-533f-8906-cd65b27661ec,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-035
Q-036,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Check the Internet Connection Status,Manage Your Router > Check the Internet Connection Status,101,102,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:537310b8-39d1-57ca-81f0-ddddc2ad9916,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-036
Q-136,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2b84714e210fd033,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Check the Internet Connection Status,Manage Your Router > Check the Internet Connection Status,101,102,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:537310b8-39d1-57ca-81f0-ddddc2ad9916,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-036
Q-037,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Set Up Remote Management,Manage Your Router > Remote Access > Set Up Remote Management,107,108,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:79d677ad-2fef-50d3-92dd-c07a6df0f14e,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-037
Q-137,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:42bc10659811af2c,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Set Up Remote Management,Manage Your Router > Remote Access > Set Up Remote Management,107,108,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:79d677ad-2fef-50d3-92dd-c07a6df0f14e,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-037
Q-038,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f79ea7be006eeae3,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f79ea7be006eeae3,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Change the NTP Server,Manage Your Router > Change the NTP Server,110,110,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:d4980606-c8d1-5aca-adbe-96e35254c9e1,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-038
Q-138,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f79ea7be006eeae3,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:f79ea7be006eeae3,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Change the NTP Server,Manage Your Router > Change the NTP Server,110,110,P3,8a56b2bf-5d68-4806-abb7-de39894bb404:d4980606-c8d1-5aca-adbe-96e35254c9e1,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-038
Q-039,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:6cca2b13d46fd9ff,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:6cca2b13d46fd9ff,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Access USB Storage Devices Through the Internet,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB Storage Devices Through the Internet,135,135,P4,8a56b2bf-5d68-4806-abb7-de39894bb404:af255485-98d7-59f8-94db-806fd6280e64,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-039
Q-139,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:6cca2b13d46fd9ff,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:6cca2b13d46fd9ff,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Access USB Storage Devices Through the Internet,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB Storage Devices Through the Internet,135,135,P4,8a56b2bf-5d68-4806-abb7-de39894bb404:af255485-98d7-59f8-94db-806fd6280e64,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-039
Q-040,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0fc676a3a4479418,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0fc676a3a4479418,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Create a ReadyCLOUD Account,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Remotely Access a USB Device Using ReadyCLOUD > Create a ReadyCLOUD Account,135,136,P4,8a56b2bf-5d68-4806-abb7-de39894bb404:89cf7641-ad76-514d-a38e-ff036b200250,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-040
Q-140,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0fc676a3a4479418,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:0fc676a3a4479418,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Create a ReadyCLOUD Account,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Remotely Access a USB Device Using ReadyCLOUD > Create a ReadyCLOUD Account,135,136,P4,8a56b2bf-5d68-4806-abb7-de39894bb404:89cf7641-ad76-514d-a38e-ff036b200250,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-040
Q-041,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:fdf9a6339ff3dcd8,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:fdf9a6339ff3dcd8,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Install OpenVPN Software on an iOS Device,Use VPN to Access Your Network > Install OpenVPN Software > Install OpenVPN Software on an iOS Device,155,155,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:0cff8f5c-96b8-5d33-9c11-37f93f8300fb,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-041
Q-141,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:fdf9a6339ff3dcd8,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:fdf9a6339ff3dcd8,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Install OpenVPN Software on an iOS Device,Use VPN to Access Your Network > Install OpenVPN Software > Install OpenVPN Software on an iOS Device,155,155,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:0cff8f5c-96b8-5d33-9c11-37f93f8300fb,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-041
Q-042,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:59222463e26d1879,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:59222463e26d1879,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Sequence to Restart Your Network,Troubleshooting > Quick Tips > Sequence to Restart Your Network,172,172,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:f2289449-f54e-5af6-8243-762118ef305b,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-042
Q-142,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:59222463e26d1879,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:59222463e26d1879,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Sequence to Restart Your Network,Troubleshooting > Quick Tips > Sequence to Restart Your Network,172,172,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:f2289449-f54e-5af6-8243-762118ef305b,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-042
Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Troubleshoot WiFi Connectivity,Troubleshooting > Troubleshoot WiFi Connectivity,177,178,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:65aa662f-9473-5c74-b996-74e7f545f09c,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-043
Q-143,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Troubleshoot WiFi Connectivity,Troubleshooting > Troubleshoot WiFi Connectivity,177,178,P5,8a56b2bf-5d68-4806-abb7-de39894bb404:65aa662f-9473-5c74-b996-74e7f545f09c,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-043
Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Unpack your router,Hardware Setup > Unpack your router,10,10,P1,d69381d0-06ed-49bf-9fe1-6050d9374432:89d399fa-1c1b-5d37-b35a-194ce673ec69,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-044
Q-144,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Unpack your router,Hardware Setup > Unpack your router,10,10,P1,d69381d0-06ed-49bf-9fe1-6050d9374432:89d399fa-1c1b-5d37-b35a-194ce673ec69,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-044
Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Types of logins,Connect to the network and access the router > Types of logins,21,21,P1,d69381d0-06ed-49bf-9fe1-6050d9374432:6af6a140-458c-5188-b116-2f8430c69437,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-045
Q-145,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Types of logins,Connect to the network and access the router > Types of logins,21,21,P1,d69381d0-06ed-49bf-9fe1-6050d9374432:6af6a140-458c-5188-b116-2f8430c69437,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-045
Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Set up an IPv6 pass-through Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 pass-through Internet connection,36,36,P2,d69381d0-06ed-49bf-9fe1-6050d9374432:f02b327f-e424-5fbd-884a-afa982cfba97,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-046
Q-146,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Set up an IPv6 pass-through Internet connection,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 pass-through Internet connection,36,36,P2,d69381d0-06ed-49bf-9fe1-6050d9374432:f02b327f-e424-5fbd-884a-afa982cfba97,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-046
Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,View or change the WAN settings,Manage Network Settings > View or change the WAN settings,70,71,P2,d69381d0-06ed-49bf-9fe1-6050d9374432:304579c0-2505-541b-9272-41a33abdc404,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-047
Q-147,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,View or change the WAN settings,Manage Network Settings > View or change the WAN settings,70,71,P2,d69381d0-06ed-49bf-9fe1-6050d9374432:304579c0-2505-541b-9272-41a33abdc404,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-047
Q-048,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Reserve an IP address,Manage Network Settings > Manage reserved LAN IP addresses > Reserve an IP address,76,77,P3,d69381d0-06ed-49bf-9fe1-6050d9374432:ebd82415-b17d-5082-8472-3811a168faaf,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-048
Q-148,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Reserve an IP address,Manage Network Settings > Manage reserved LAN IP addresses > Reserve an IP address,76,77,P3,d69381d0-06ed-49bf-9fe1-6050d9374432:ebd82415-b17d-5082-8472-3811a168faaf,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-048
Q-049,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Change the WiFi password or the WiFi security,Manage Network Settings > Change the WiFi password or the WiFi security,80,82,P3,d69381d0-06ed-49bf-9fe1-6050d9374432:0f01b620-ac86-5a3e-bacb-6893a15e210e,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-049
