question_id,question_pair_id,outline_frame_id,document_id,filename,product_model,section_path,question_family,language,question,answer,context_block_ids,evidence_block_ids,review_status
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 pass-through Internet connection,setup_configuration,en,What does IPv6 pass-through do on the RAX120?,"In ADVANCED > Advanced Setup > IPv6, select Pass Through and click Apply. The router then acts as a Layer 2 Ethernet switch for IPv6 packets and does not process their IPv6 headers.","[""f02b327f-e424-5fbd-884a-afa982cfba97""]","[""f02b327f-e424-5fbd-884a-afa982cfba97""]",auto_validated
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > View or change the WAN settings,facts_specifications,en,Which internet-side settings on the RAX120 need extra care?,"WAN Setup includes DoS/port-scan protection, a default DMZ server, WAN ping response, IGMP proxying, MTU, NAT filtering, and SIP ALG. A DMZ weakens firewall security, WAN ping should be enabled only for a diagnostic reason, and MTU should be changed only when necessary.","[""304579c0-2505-541b-9272-41a33abdc404""]","[""304579c0-2505-541b-9272-41a33abdc404""]",auto_validated
Q-048,Q-048,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > Manage reserved LAN IP addresses > Reserve an IP address,setup_configuration,en,How can I make a device keep the same local network address on the RAX120?,"Open ADVANCED > Setup > LAN Setup, click Add under Address Reservation, enter an address from the LAN subnet and the device MAC address, and click Apply. The reservation takes effect when the device next contacts DHCP; reboot or renew its lease to force that.","[""ebd82415-b17d-5082-8472-3811a168faaf""]","[""ebd82415-b17d-5082-8472-3811a168faaf""]",auto_validated
Q-049,Q-049,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > Change the WiFi password or the WiFi security,features_security_maintenance_limitations,en,What is the difference between the RAX120 Wi-Fi password and administrator password?,"The WiFi password is separate from the router admin password. The router supports WPA2-Personal, mixed WPA/WPA2, WPA/WPA2 Enterprise with a RADIUS server, and WPA3-Personal; an 8–63-character network key is required for the personal modes, and open security is discouraged.","[""0f01b620-ac86-5a3e-bacb-6893a15e210e""]","[""0f01b620-ac86-5a3e-bacb-6893a15e210e""]",auto_validated
Q-050,Q-050,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Share USB Storage Devices Attached to the Router > Connect a USB storage device to the router,facts_specifications,en,What should I know before plugging a USB drive into the RAX120?,"Insert the storage device into a router USB port and connect its own power supply when it has one. A device can take up to two minutes to become shareable, special-driver devices are incompatible, and the default is access for all computers on the LAN.","[""bb9735df-2bc3-50f1-9fb8-2235613d714e""]","[""bb9735df-2bc3-50f1-9fb8-2235613d714e""]",auto_validated
Q-051,Q-051,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,setup_configuration,en,How do I share a folder from a USB drive on the RAX120?,"Open ADVANCED > ReadySHARE > Advanced Settings, choose the USB device, select Create Network Folder, set the share name and read/write access, then Apply and Close Window.","[""9d1e53fd-0a2d-51bd-bb64-2521b239e8f3""]","[""9d1e53fd-0a2d-51bd-bb64-2521b239e8f3""]",auto_validated
Q-052,Q-052,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Set up and manage Dynamic DNS > Change the Dynamic DNS settings,features_security_maintenance_limitations,en,How can I change the RAX120 Dynamic DNS account settings?,"Sign in at routerlogin.net, open ADVANCED > Advanced Setup > Dynamic DNS, change the account settings, and click Apply.","[""d7d2bc93-72bb-53d6-945c-0708fde2888b""]","[""d7d2bc93-72bb-53d6-945c-0708fde2888b""]",auto_validated
Q-053,Q-053,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage port forwarding and port triggering > Manage port forwarding to a local server > How the router implements the port forwarding rule,facts_specifications,en,"When someone opens a website, how does the RAX120 send the request to the right device?","The router matches the port-forwarding rule, sends the request to the local server, and applies NAT when the reply goes back to the internet.","[""cf516841-9648-5ad0-aaaa-b65b9c5d85aa""]","[""cf516841-9648-5ad0-aaaa-b65b9c5d85aa""]",auto_validated
Q-054,Q-054,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Troubleshooting > Troubleshoot WiFi connectivity,troubleshooting_diagnostics,en,My device cannot join RAX120 Wi-Fi. What should I check?,"Check the Wi-Fi light and button, whether the network name is hidden, whether the device supports the selected security, and whether distance or obstacles weaken the signal.","[""48b55cf6-5b08-527e-bd26-f4183bca41e2""]","[""48b55cf6-5b08-527e-bd26-f4183bca41e2""]",auto_validated
Q-055,Q-055,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Supplemental Information > Factory settings,facts_specifications,en,What changes after I return the RAX120 to its original factory settings?,"A factory reset removes user settings, restores the default LAN and Wi-Fi values, and restarts the router. Do not interrupt the process.","[""7059c14f-c840-5863-9050-2518f69aa8d5""]","[""7059c14f-c840-5863-9050-2518f69aa8d5""]",auto_validated
Q-056,Q-056,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Hardware Setup > Position your router,troubleshooting_diagnostics,en,Why might moving the RAX50 change the Wi-Fi range?,"Walls, metal, glass, mirrors, appliances, nearby access points, and a low or poorly placed router can reduce Wi-Fi range.","[""f42f57b0-65cd-5982-935c-289c54636287""]","[""f42f57b0-65cd-5982-935c-289c54636287""]",auto_validated
Q-057,Q-057,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Connect to the Network and Access the Router > Connect to the router network > Connect to the router WiFi network,setup_configuration,en,How do I connect a phone or computer to RAX50 Wi-Fi?,"Turn on the router, open Wi-Fi settings on the phone or computer, choose the SSID printed on the router label, and enter its network key.","[""e00425b6-15d6-5234-b2e5-d0f194e4e777""]","[""e00425b6-15d6-5234-b2e5-d0f194e4e777""]",auto_validated
Q-058,Q-058,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,facts_specifications,en,How does the RAX50 set up IPv6 automatically?,"Choose Auto Config under IPv6. The router detects the WAN/LAN addresses, after which you can set provider, DNS, address, and filtering options.","[""e87e22a2-a89c-58a7-9ff2-ff82463e19a7""]","[""e87e22a2-a89c-58a7-9ff2-ff82463e19a7""]",auto_validated
Q-059,Q-059,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Control Access to the Internet > Network access control list > Manage allowed devices currently not on the network,troubleshooting_diagnostics,en,How can I allow or block a device on the RAX50?,"In Security > Access Control, add a device by its MAC address, remove it, or edit it to allow or block access, then Apply.","[""03914fcb-62c9-5345-8ab2-2475379fe1be""]","[""03914fcb-62c9-5345-8ab2-2475379fe1be""]",auto_validated
Q-060,Q-060,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Enable Dynamic QoS,features_security_maintenance_limitations,en,How can I make the RAX50 share internet fairly when some devices use a lot?,"Enable QoS and let Speedtest detect the bandwidth, or enter download and upload speeds yourself, then Apply.","[""d2849132-6a3d-520c-8f2c-bd5e904e522d""]","[""d2849132-6a3d-520c-8f2c-bd5e904e522d""]",auto_validated
Q-061,Q-061,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Manually update the dynamic QoS database,troubleshooting_diagnostics,en,How do I update the RAX50 information used to control traffic?,"Open the QoS page, keep Dynamic QoS enabled if needed, choose Update Now, and Apply after the update finishes.","[""93ffa849-c75e-5120-be9a-d99bb0eed70b""]","[""93ffa849-c75e-5120-be9a-d99bb0eed70b""]",auto_validated
Q-062,Q-062,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage Your Router > Manage the router configuration file > Erase the settings,troubleshooting_diagnostics,en,What happens if I erase the RAX50 settings?,"Erase removes user settings, restores factory defaults, and restarts the router in about two minutes. Do not close the browser or turn it off.","[""03a4fccb-bb0c-56ec-b67b-eee79c190813""]","[""03a4fccb-bb0c-56ec-b67b-eee79c190813""]",auto_validated
Q-063,Q-063,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use OpenVPN to Access Your Network > About VPN connections,facts_specifications,en,"What can the RAX50 VPN service do, and what can it not do?",OpenVPN creates an encrypted tunnel so a laptop can reach the home network from outside. The router is not a VPN client for encrypting all home-to-internet traffic.,"[""a13c3553-78f9-5ede-9cd9-390daad977b6""]","[""a13c3553-78f9-5ede-9cd9-390daad977b6""]",auto_validated
Q-064,Q-064,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,features_security_maintenance_limitations,en,How do I let RAX50 VPN users reach only my home network?,"Enable VPN Service, choose Home Network only for client access, and Apply. This prevents VPN users from using the home internet connection.","[""01143d51-a727-543c-b607-948530c2902c""]","[""01143d51-a727-543c-b607-948530c2902c""]",auto_validated
Q-065,Q-065,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Delete a port forwarding entry,troubleshooting_diagnostics,en,How do I remove an old connection rule on the RAX50?,"Open Port Forwarding/Port Triggering, select the old service in the table, and choose Delete Service.","[""af31b6ec-73a8-5529-8fa5-da1f467d1bef""]","[""af31b6ec-73a8-5529-8fa5-da1f467d1bef""]",auto_validated
Q-066,Q-066,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,troubleshooting_diagnostics,en,How can I test whether the RAX50 can reach another address?,"From Windows Run, send several ping requests to the remote address. If there is no reply, check the gateway, network address, modem, ISP host name, and MAC settings.","[""d6a2438e-ce2e-5744-b23d-64355bb7f3b2""]","[""d6a2438e-ce2e-5744-b23d-64355bb7f3b2""]",auto_validated
Q-067,Q-067,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Connect to the network and access the router > Connect to the network > Find and connect to the WiFi network,setup_configuration,en,How do I find and join my RAXE500 Wi-Fi?,"Turn on the router, open Wi-Fi settings, select the SSID printed on its label, and enter the password printed there.","[""a3662689-f8b9-5c28-8c0a-b2185487bec9""]","[""a3662689-f8b9-5c28-8c0a-b2185487bec9""]",auto_validated
Q-068,Q-068,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Connect to the network and access the router > Use a web browser to access the router > Automatic Internet Setup,troubleshooting_diagnostics,en,The RAXE500 setup page does not appear or automatic setup fails. What should I try?,"Check the LAN/Wi-Fi connection and Power LED, reopen the browser or clear its cache, and make sure the computer obtains an address automatically.","[""feb09c00-0fd2-5b2c-ae97-969bd349df0e""]","[""feb09c00-0fd2-5b2c-ae97-969bd349df0e""]",auto_validated
Q-069,Q-069,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Specify Your Internet Settings > Manage the MTU size > MTU concepts,facts_specifications,en,What does the RAXE500 connection-size setting affect?,"A smaller maximum packet size can cause fragmentation. Common values depend on the connection, so keep the default unless support says to change it.","[""eae4f314-abe4-5229-ac3e-d9cc4c571b27""]","[""eae4f314-abe4-5229-ac3e-d9cc4c571b27""]",auto_validated
Q-070,Q-070,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Disable the DHCP server feature in the router,setup_configuration,en,How can I safely turn off the RAXE500 service that automatically gives devices addresses?,"In LAN Setup, clear Use Router as DHCP Server and Apply only after confirming that another DHCP server exists or that you can set a computer address manually.","[""8dba79ed-9bf8-5cb2-833b-a493317e765e""]","[""8dba79ed-9bf8-5cb2-833b-a493317e765e""]",auto_validated
Q-071,Q-071,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,features_security_maintenance_limitations,en,"Can the RAXE500 reduce interference from nearby Wi-Fi, and what is the trade-off?","Coexistence can reduce interference by allowing narrower channels, but it may lower speed. The option affects 2.4 GHz, not 5 GHz.","[""33088b55-3bd9-50bd-8652-c3cd7fd2d88f""]","[""33088b55-3bd9-50bd-8652-c3cd7fd2d88f""]",auto_validated
Q-072,Q-072,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Manage Ethernet Port Aggregation to a LAN Device > View or Change the Router Ethernet Port Aggregation Mode,facts_specifications,en,What are the choices for combining two RAXE500 network ports?,"Disable keeps the two ports separate, LACP combines them when supported, and Static is for equipment that specifically supports a static link aggregation group.","[""09ef238c-cabe-5ea4-9616-24e57ee8f002""]","[""09ef238c-cabe-5ea4-9616-24e57ee8f002""]",auto_validated
Q-073,Q-073,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Your Router > Monitor Internet traffic,facts_specifications,en,How can I set a data-use limit or warning on the RAXE500?,"Enable Traffic Meter, set a volume or time limit and warning, and choose whether the internet light blinks or the connection stops at the limit.","[""04f1b52b-9f18-591e-ac0a-b16ee4a34dad""]","[""04f1b52b-9f18-591e-ac0a-b16ee4a34dad""]",auto_validated
Q-074,Q-074,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Your Router > Set your time zone,setup_configuration,en,How do I set the time zone and daylight-saving option on the RAXE500?,"Open NTP Settings, choose the time zone, enable daylight saving when needed, and Apply.","[""8533530e-9001-5a31-a453-6077909ff031""]","[""8533530e-9001-5a31-a453-6077909ff031""]",auto_validated
Q-075,Q-075,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,features_security_maintenance_limitations,en,How do I share a folder from a USB drive on the RAXE500?,"Choose the USB device in ReadySHARE Storage, create a network folder, and set read/write access. The default allows all LAN computers without a password.","[""b2cee766-ed4f-59bb-8d66-703a2aecba75""]","[""b2cee766-ed4f-59bb-8d66-703a2aecba75""]",auto_validated
Q-076,Q-076,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Use VPN to Access Your Network > Use VPN to access your Internet service at home > Set up VPN client Internet access in the router,features_security_maintenance_limitations,en,How can a VPN user on the RAXE500 also use my home internet?,Enable VPN Service and choose All sites on the Internet & Home Network. Internet traffic through the home VPN may be slower than local access.,"[""0fc19ad4-a3f3-5128-a97a-000311ce8919""]","[""0fc19ad4-a3f3-5128-a97a-000311ce8919""]",auto_validated
Q-077,Q-077,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Troubleshooting > Quick tips > Sequence to restart your network,troubleshooting_diagnostics,en,What is the right order for restarting the RAXE500 network?,"Turn off and unplug the modem, turn off the router, start the modem and wait two minutes, then start the router and wait two more minutes.","[""494eba00-b9d1-5fec-898e-b212c6f28baf""]","[""494eba00-b9d1-5fec-898e-b212c6f28baf""]",auto_validated
Q-078,Q-078,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Overview > Sync your Orbi satellite with your Orbi router,facts_specifications,en,What do the satellite light colors mean on the RBK852?,"Blue means the satellite is well connected, amber means it should be closer, and magenta means it needs to be moved closer and synced again.","[""fd0ce992-9b7f-58e2-9140-f25a95a0b95b""]","[""fd0ce992-9b7f-58e2-9140-f25a95a0b95b""]",auto_validated
Q-079,Q-079,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Your Internet Settings > Manage an IPv6 Internet connection > Specify IPv6 Internet connections,facts_specifications,en,How can I choose the right IPv6 connection type on the RBK852?,"Open IPv6 and choose Auto Detect when unsure. Other choices include Auto Config, DHCP, fixed, PPPoE, 6to4, 6rd, and pass-through.","[""bafbe93c-5d33-537b-82ee-2c89ca1550eb""]","[""bafbe93c-5d33-537b-82ee-2c89ca1550eb""]",auto_validated
Q-080,Q-080,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Your Internet Settings > Manage an IPv6 Internet connection > Set up an IPv6 PPPoE Internet connection,setup_configuration,en,How do I set up an IPv6 connection that uses my provider login on the RBK852?,"Choose IPv6 PPPoE, enter the provider login and optional service name, set DNS/address options, and Apply. Always On reconnects after a drop.","[""acfcfc10-9010-5a5e-9f6c-e4bbbf310479""]","[""acfcfc10-9010-5a5e-9f6c-e4bbbf310479""]",auto_validated
Q-081,Q-081,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Control Access to the Internet > Set up security event email notifications,features_security_maintenance_limitations,en,How can the RBK852 email me about security events?,"Enable email notification, enter the email and SMTP details, choose immediate or scheduled alerts, and Apply. Missing email/SMTP values prevent notifications.","[""aee81160-3f45-597d-97ea-c7a1ad45d30a""]","[""aee81160-3f45-597d-97ea-c7a1ad45d30a""]",auto_validated
Q-082,Q-082,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Network Settings > Manage the WAN preference for Orbi router model RBR860 > Set up Internet port aggregation for Orbi router model RBR860,setup_configuration,en,What do I need to connect two links between the modem and RBR860?,The modem must support LACP. Enable WAN aggregation and connect the router's 10G and port 1 links to two modem ports.,"[""a6546993-1d1a-5eb2-b616-d7c4995490a6""]","[""a6546993-1d1a-5eb2-b616-d7c4995490a6""]",auto_validated
Q-083,Q-083,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Network Settings > Manage custom static routes > Set up a static route,features_security_maintenance_limitations,en,How can I tell the RBK852 to send traffic to another local network?,"Add a static route with its destination network, mask, and gateway. The gateway must be on the same LAN segment; a single host uses a /32 mask.","[""83b0f8da-6afa-5070-9d44-c12b3b247e8b""]","[""83b0f8da-6afa-5070-9d44-c12b3b247e8b""]",auto_validated
Q-084,Q-084,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Mantain and Monitor Your Network > Check your Internet bandwidth,facts_specifications,en,How do I check my internet speed from the RBK852?,"Open orbilogin.com, choose Speedtest, and select Take a Speedtest to see download and upload speeds.","[""0121bbc3-46f8-588c-b9d6-e7e69974a9fe""]","[""0121bbc3-46f8-588c-b9d6-e7e69974a9fe""]",auto_validated
Q-085,Q-085,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,features_security_maintenance_limitations,en,How do I stop a VPN user on the RBK852 from using my home internet?,"Enable VPN Service, choose Home Network only for clients, and Apply. This keeps VPN clients from using the home internet service.","[""e8fbf22f-7fac-51cc-8b76-ef68177b1407""]","[""e8fbf22f-7fac-51cc-8b76-ef68177b1407""]",auto_validated
Q-086,Q-086,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Customize Internet Traffic Rules for Ports > Manage port forwarding to a local server > Set up port forwarding to a local server,features_security_maintenance_limitations,en,How can I let an outside connection reach a server inside my RBK852 network?,"Give the server a stable local address, create a port-forwarding service with its port and protocol, and Apply.","[""64c7ce15-7a5a-580d-adbe-160bed89ad0b""]","[""64c7ce15-7a5a-580d-adbe-160bed89ad0b""]",auto_validated
Q-087,Q-087,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f67dde43cca3ccc5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Troubleshooting > Quick tips > Sequence to restart your network,troubleshooting_diagnostics,en,What is the proper restart order for the RBK852?,"Turn off and unplug the modem, turn off the router, start the modem and wait two minutes, then start the router and wait two more minutes.","[""594cc248-162e-5180-b1f6-243ea1c30a9e""]","[""594cc248-162e-5180-b1f6-243ea1c30a9e""]",auto_validated
Q-088,Q-088,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3d986da173d7e0d6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from your computer to a remote device,troubleshooting_diagnostics,en,How can I test the path from my computer through the RBK852 to another address?,"Run several ping requests from Windows after checking the LAN path. If they fail, check the gateway, network, modem, ISP host name, and MAC settings.","[""8989f72f-c45f-5a19-b2ce-b190765e7b28""]","[""8989f72f-c45f-5a19-b2ce-b190765e7b28""]",auto_validated
Q-089,Q-089,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:89ac3ac6d4a7bbea,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Hardware Setup > Unpack your router,facts_specifications,en,What comes in the XR500 package?,"The package contains the XR500 router, four antennas, its power adapter, and an Ethernet cable.","[""3252b308-2ca3-5fec-b98f-6d89b53b5bb2""]","[""3252b308-2ca3-5fec-b98f-6d89b53b5bb2""]",auto_validated
Q-090,Q-090,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:8c80cd632556e4e9,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection without a login,setup_configuration,en,How do I set up the XR500 when my provider does not require a login?,"Open Internet Setup, leave the provider-login option set to No, enter any required account or host information, choose IP/DNS/MAC settings, and Apply then test.","[""cb248990-463a-5428-8ee2-082f71f0484e""]","[""cb248990-463a-5428-8ee2-082f71f0484e""]",auto_validated
Q-091,Q-091,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:404443cd868cae72,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Customize Quality of Service Settings and Optimize Gaming > Manage bandwidth allocation > Prevent network congestion with Anti-Bufferbloat,features_security_maintenance_limitations,en,How does the XR500 help when one device uses too much internet?,Anti-Bufferbloat limits the share of total bandwidth used by heavy devices so other devices have bandwidth and less delay.,"[""44b909e7-8fcd-5a49-bae0-e2be984df636""]","[""44b909e7-8fcd-5a49-bae0-e2be984df636""]",auto_validated
Q-092,Q-092,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:74afed194cd3e540,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Customize Quality of Service Settings and Optimize Gaming > Manage traffic prioritization > Prioritize traffic for a device and view prioritization information,features_security_maintenance_limitations,en,How does the XR500 help reduce lag when the network is busy?,Traffic prioritization places selected device or service traffic at the front of the queue to reduce lag when the network is busy.,"[""d9934c94-0789-5258-8d3c-3482e84637b0""]","[""d9934c94-0789-5258-8d3c-3482e84637b0""]",auto_validated
Q-093,Q-093,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:fb4e7790552c591a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Manage the Router’s Network Settings > Manage reserved LAN IP addresses > Change a reserved IP address,features_security_maintenance_limitations,en,How can I change a reserved local address on the XR500?,"Select the reserved-address entry, edit it, Apply on Address Reservation, and Apply again on LAN Setup.","[""e3bace6b-5d07-5dcc-8041-f1933c6cd04f""]","[""e3bace6b-5d07-5dcc-8041-f1933c6cd04f""]",auto_validated
