question_id,question_pair_id,outline_frame_id,document_id,filename,product_model,section_path,question_family,evidence_block_ids,review_status,language,question,answer
Q-042,Q-042,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:59222463e26d1879,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Troubleshooting > Quick Tips > Sequence to Restart Your Network,troubleshooting_diagnostics,"[""f2289449-f54e-5af6-8243-762118ef305b"", ""0840bab1-67d6-5c6c-b00f-e0a82dee63b9""]",codex_selected_provenance_checked,en,What is the safest way to restart the R7000 network while checking its cables?,"Turn off and unplug the modem, turn off the router, reconnect and power on the modem, wait two minutes, then power on the router and wait another two minutes. If a device stays offline, check that the Ethernet cables are secure and that the Internet and LAN LEDs respond."
Q-043,Q-043,8a56b2bf-5d68-4806-abb7-de39894bb404:OUTLINE:2be192fda8a4722e,8a56b2bf-5d68-4806-abb7-de39894bb404,netgear-r7000.pdf,R7000,Troubleshooting > Troubleshoot WiFi Connectivity,troubleshooting_diagnostics,"[""33e10a89-cd52-5aa3-a20c-b5fe9e6472da"", ""65aa662f-9473-5c74-b996-74e7f545f09c""]",codex_selected_provenance_checked,en,What should I check first when the R7000 Wi-Fi is weak or missing?,"Check the Wi-Fi LED and WiFi On/Off button, and make sure the SSID has not been hidden. Then confirm that the device and router use matching SSID and security settings and that any wireless access list includes the device MAC address."
Q-044,Q-044,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:89ac3ac6d4a7bbea,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Hardware Setup > Unpack your router,facts_specifications,"[""89d399fa-1c1b-5d37-b35a-194ce673ec69""]",codex_selected_provenance_checked,en,What should be included in the RAX120 box?,"The package contains the router, its power adapter, and an Ethernet cable."
Q-045,Q-045,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:4bdaaa28252d41a2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Connect to the network and access the router > Types of logins,facts_specifications,"[""6af6a140-458c-5188-b116-2f8430c69437"", ""b9937b70-a336-5587-80b2-44b7567807fd""]",codex_selected_provenance_checked,en,"Which RAX120 login should I use for internet, Wi-Fi, account, or router settings?","Use the ISP login for the Internet service, the Wi-Fi key for joining the wireless network, the NETGEAR account for registration and subscriptions, and the router administrator login for settings. To use the administrator login, open http://www.routerlogin.net or the router's local address."
Q-046,Q-046,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7dcc6744e0e7954c,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Specify Your Internet Settings > Specify IPv6 Internet connections > Set up an IPv6 pass-through Internet connection,setup_configuration,"[""f02b327f-e424-5fbd-884a-afa982cfba97""]",codex_selected_provenance_checked,en,What does IPv6 pass-through do on the RAX120?,"In ADVANCED > Advanced Setup > IPv6, select Pass Through and click Apply. The router then acts as a Layer 2 Ethernet switch for IPv6 packets and does not process their IPv6 headers."
Q-047,Q-047,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:b393aec4e5f20ee4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > View or change the WAN settings,facts_specifications,"[""304579c0-2505-541b-9272-41a33abdc404""]",codex_selected_provenance_checked,en,Which internet-side settings on the RAX120 need extra care?,"WAN Setup includes DoS/port-scan protection, a default DMZ server, WAN ping response, IGMP proxying, MTU, NAT filtering, and SIP ALG. A DMZ weakens firewall security, WAN ping should be enabled only for a diagnostic reason, and MTU should be changed only when necessary."
Q-048,Q-048,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:43ec202019e41936,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > Manage reserved LAN IP addresses > Reserve an IP address,setup_configuration,"[""ebd82415-b17d-5082-8472-3811a168faaf"", ""79da6936-bc1d-53fc-b043-434193a77ba9""]",codex_selected_provenance_checked,en,How do I reserve a device's local address on the RAX120 and update that reservation later?,"In ADVANCED > Setup > LAN Setup, add the device MAC address and a free LAN IP under Address Reservation, then apply it. When the device or network changes, select the reservation, choose Edit, update the values, and apply again; renew the DHCP lease for the change to take effect."
Q-049,Q-049,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:8d66e90b801f07f3,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage Network Settings > Change the WiFi password or the WiFi security,features_security_maintenance_limitations,"[""88a61bbc-985f-5b34-9830-9632803f359f"", ""0f01b620-ac86-5a3e-bacb-6893a15e210e""]",codex_selected_provenance_checked,en,How can I secure RAX120 Wi-Fi without confusing its Wi-Fi and administrator passwords?,"The Wi-Fi password is different from the administrator password. Keep the preset WPA2/WPA protection unless you have a reason to change it, and use the SSID and network key printed on the router label to join Wi-Fi. If you change them, save the new values securely."
Q-050,Q-050,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:30e6bc1f5ecbb7b4,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Share USB Storage Devices Attached to the Router > Connect a USB storage device to the router,facts_specifications,"[""aeaf90b5-5cb4-5ff1-af4a-2f43d2368c76"", ""bb9735df-2bc3-50f1-9fb8-2235613d714e""]",codex_selected_provenance_checked,en,What should I check before connecting a USB drive to the RAX120?,"Use a USB-compliant flash drive or hard drive and check the current ReadySHARE compatibility list. Connect it to the router, attach its power supply when required, and install any computer driver the device needs; special-driver devices may not work with ReadySHARE."
Q-051,Q-051,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:7e8558c76cede228,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,setup_configuration,"[""14bc83c7-61a2-5364-b2c3-e1a9446f3dbe"", ""9d1e53fd-0a2d-51bd-bb64-2521b239e8f3""]",codex_selected_provenance_checked,en,How do I create and view a shared folder on a RAX120 USB drive?,"Connect the USB drive, open ADVANCED > USB Storage > ReadySHARE, and use Create Network Folder to choose the folder, share name, and access rights. Return to the ReadySHARE view to see the folders that are available on the device."
Q-052,Q-052,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:6bfd2d1ed7baea6f,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Set up and manage Dynamic DNS > Change the Dynamic DNS settings,features_security_maintenance_limitations,"[""e43b60ee-74fd-5d48-823c-2588148d4411"", ""d7d2bc93-72bb-53d6-945c-0708fde2888b""]",codex_selected_provenance_checked,en,How do I change RAX120 Dynamic DNS settings for an account I already have?,"Choose your existing NETGEAR, No-IP, or DynDNS account on the Dynamic DNS page, enter its account details, and save the settings. To change the account later, return to the same page and edit the Dynamic DNS values before applying them."
Q-053,Q-053,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:0d5b6e0a7ba7bfe2,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Manage port forwarding and port triggering > Manage port forwarding to a local server > How the router implements the port forwarding rule,facts_specifications,"[""10f082e0-460d-59c2-bf25-090a7b36a4a8"", ""cf516841-9648-5ad0-aaaa-b65b9c5d85aa""]",codex_selected_provenance_checked,en,How does RAX120 port forwarding send a request to a local server in a real example?,"A request sent to the router's public address and port 80 can be mapped to a local web server. Give that server a stable LAN address, create a port-forwarding rule for HTTP to that address, and the router sends matching Internet requests to the local server."
Q-054,Q-054,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:392ff4fbd7ee9772,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Troubleshooting > Troubleshoot WiFi connectivity,troubleshooting_diagnostics,"[""f24fac39-a3db-5243-9d24-4986ad8e8cf1"", ""48b55cf6-5b08-527e-bd26-f4183bca41e2""]",codex_selected_provenance_checked,en,What should I check when a device cannot join RAX120 Wi-Fi?,"Check whether the Wi-Fi network appears and whether the WiFi LED is on; if the SSID is hidden, select it manually. Then make the device's SSID, security mode, and case-sensitive password match the router, and add the device MAC address if access control is enabled."
Q-055,Q-055,d69381d0-06ed-49bf-9fe1-6050d9374432:OUTLINE:41c9cb735a542932,d69381d0-06ed-49bf-9fe1-6050d9374432,netgear-rax120.pdf,RAX120,Supplemental Information > Factory settings,facts_specifications,"[""7059c14f-c840-5863-9050-2518f69aa8d5""]",codex_selected_provenance_checked,en,What changes after I return the RAX120 to its original factory settings?,"A factory reset removes user settings, restores the default LAN and Wi-Fi values, and restarts the router. Do not interrupt the process."
Q-056,Q-056,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:79aeb7edd70d3319,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Hardware Setup > Position your router,troubleshooting_diagnostics,"[""c31cd99a-365c-5ce5-8381-39df25c52273"", ""f42f57b0-65cd-5982-935c-289c54636287""]",codex_selected_provenance_checked,en,Where should I place and point the RAX50 antennas for the best Wi-Fi range?,"Attach each labeled antenna to the matching post, then place the router near the center of the coverage area and within line of sight of clients. Keep it away from walls, metal, glass, and other sources of obstruction, and point the antennas as shown in the manual."
Q-057,Q-057,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41ba92c1cd759ea9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Connect to the Network and Access the Router > Connect to the router network > Connect to the router WiFi network,setup_configuration,"[""1b2c7958-ebc1-5927-bfb6-4acbd0f97781"", ""e00425b6-15d6-5234-b2e5-d0f194e4e777""]",codex_selected_provenance_checked,en,"How should I connect a phone or computer to RAX50, by Wi-Fi or cable?","For Wi-Fi, open the device's Wi-Fi settings, select the SSID on the router label, and enter its network key. For a wired computer, connect an Ethernet cable from the computer to a router LAN port after confirming that the router is powered."
Q-058,Q-058,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5c59851a56345ebf,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Specify Your Internet Settings > Specify IPv6 Internet connections > Use auto config for an IPv6 Internet connection,facts_specifications,"[""e87e22a2-a89c-58a7-9ff2-ff82463e19a7""]",codex_selected_provenance_checked,en,How does the RAX50 set up IPv6 automatically?,"Choose Auto Config under IPv6. The router detects the WAN/LAN addresses, after which you can set provider, DNS, address, and filtering options."
Q-059,Q-059,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:121e62ef30e6e2d8,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Control Access to the Internet > Network access control list > Manage allowed devices currently not on the network,troubleshooting_diagnostics,"[""9a5a5bff-8b53-5c37-9d87-9ce596f7433e"", ""f5872d3c-76d3-512c-bb09-69a649f6720f""]",codex_selected_provenance_checked,en,How can I allow or block a device on the RAX50?,"In Security > Access Control, add a device by its MAC address, remove it, or edit it to allow or block access, then Apply."
Q-060,Q-060,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:f362300bbbc0324c,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Enable Dynamic QoS,features_security_maintenance_limitations,"[""ab459710-fc4e-5fb7-b276-ec36619929af"", ""d2849132-6a3d-520c-8f2c-bd5e904e522d""]",codex_selected_provenance_checked,en,How can I make the RAX50 share internet fairly when some devices use a lot?,"Enable QoS and let Speedtest detect the bandwidth, or enter download and upload speeds yourself, then Apply."
Q-061,Q-061,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:41d86e3c0982faa9,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Optimize Performance > Use Dynamic QoS to optimize Internet traffic management > Manually update the dynamic QoS database,troubleshooting_diagnostics,"[""f6fd63f2-f6fd-5bae-a838-1a933a94fc87"", ""93ffa849-c75e-5120-be9a-d99bb0eed70b""]",codex_selected_provenance_checked,en,How do I update the RAX50 information used to control traffic?,"Open the QoS page, keep Dynamic QoS enabled if needed, choose Update Now, and Apply after the update finishes."
Q-062,Q-062,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:5ae513b79530a608,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage Your Router > Manage the router configuration file > Erase the settings,troubleshooting_diagnostics,"[""0e8a4859-ac3f-57fd-a7ae-a5affebcdfde"", ""03a4fccb-bb0c-56ec-b67b-eee79c190813""]",codex_selected_provenance_checked,en,What happens if I erase the RAX50 settings?,"Erase removes user settings, restores factory defaults, and restarts the router in about two minutes. Do not close the browser or turn it off."
Q-063,Q-063,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:8b9e84b41a8e2327,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use OpenVPN to Access Your Network > About VPN connections,facts_specifications,"[""a13c3553-78f9-5ede-9cd9-390daad977b6"", ""9078acec-f7bb-55fa-8707-b9a0825e4d79"", ""0b9dd330-c3d7-545c-a617-8fb41923d277""]",codex_selected_provenance_checked,en,How do I set up the RAX50 OpenVPN service so I can connect from my laptop while away?,"OpenVPN creates an encrypted client-to-gateway connection between your laptop and the router; the router is not an external VPN client for all home Internet traffic. Sign in to ADVANCED > Advanced Setup > VPN Service, enable the service, apply it, and download the client package and configuration files. Install the OpenVPN client on the laptop, then connect using the router's DDNS name or static WAN address."
Q-064,Q-064,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4961dff6fcaa17d5,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,features_security_maintenance_limitations,"[""5fc0a06a-b9bd-5a78-8f70-08b7b7ff6bcc"", ""01143d51-a727-543c-b607-948530c2902c""]",codex_selected_provenance_checked,en,How do I let RAX50 VPN users reach only my home network?,"Enable VPN Service, choose Home Network only for client access, and Apply. This prevents VPN users from using the home internet connection."
Q-065,Q-065,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:4c371fdde86b5510,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Manage Port Forwarding and Port Triggering > Manage port forwarding to a local server > Delete a port forwarding entry,troubleshooting_diagnostics,"[""af31b6ec-73a8-5529-8fa5-da1f467d1bef""]",codex_selected_provenance_checked,en,How do I remove an old connection rule on the RAX50?,"Open Port Forwarding/Port Triggering, select the old service in the table, and choose Delete Service."
Q-066,Q-066,e65eaa31-8579-448d-a22c-88a8fde64409:OUTLINE:3d0101989fca1bb6,e65eaa31-8579-448d-a22c-88a8fde64409,netgear-rax50.pdf,RAX50,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from a Windows-based computer to a remote device,troubleshooting_diagnostics,"[""b60d283b-acea-5673-be03-c506dc1df859"", ""d6a2438e-ce2e-5744-b23d-64355bb7f3b2""]",codex_selected_provenance_checked,en,How can I test whether the RAX50 can reach another address?,"From Windows Run, send several ping requests to the remote address. If there is no reply, check the gateway, network address, modem, ISP host name, and MAC settings."
Q-067,Q-067,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:51a6513bbc2a11e3,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Connect to the network and access the router > Connect to the network > Find and connect to the WiFi network,setup_configuration,"[""a3662689-f8b9-5c28-8c0a-b2185487bec9""]",codex_selected_provenance_checked,en,How do I find and join my RAXE500 Wi-Fi?,"Turn on the router, open Wi-Fi settings, select the SSID printed on its label, and enter the password printed there."
Q-068,Q-068,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f3161081da6e6415,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Connect to the network and access the router > Use a web browser to access the router > Automatic Internet Setup,troubleshooting_diagnostics,"[""51405423-2987-5292-8fb8-9b78e651d7c5"", ""feb09c00-0fd2-5b2c-ae97-969bd349df0e""]",codex_selected_provenance_checked,en,The RAXE500 setup page does not appear or automatic setup fails. What should I try?,"Check the LAN/Wi-Fi connection and Power LED, reopen the browser or clear its cache, and make sure the computer obtains an address automatically."
Q-069,Q-069,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:88cdae4e848e09b9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Specify Your Internet Settings > Manage the MTU size > MTU concepts,facts_specifications,"[""fbf822a7-110a-5ac3-b64c-6a5fbaf2ccc4"", ""eae4f314-abe4-5229-ac3e-d9cc4c571b27"", ""18a45189-9618-54b7-a131-4f7218fbc1df""]",codex_selected_provenance_checked,en,"What does the RAXE500 MTU setting mean, and how can I change it safely?","MTU is the largest packet size sent over the connection. Keep the default unless the provider recommends a change; if needed, open the MTU settings, enter a value supported by the connection, and apply it."
Q-070,Q-070,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:bbfec0ebd44bf9d9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Disable the DHCP server feature in the router,setup_configuration,"[""01cd477a-47d2-5fed-a150-f3482022089e"", ""8dba79ed-9bf8-5cb2-833b-a493317e765e""]",codex_selected_provenance_checked,en,How can I safely turn off the RAXE500 service that automatically gives devices addresses?,"In LAN Setup, clear Use Router as DHCP Server and Apply only after confirming that another DHCP server exists or that you can set a computer address manually."
Q-071,Q-071,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:9738f3c7fd6b99bc,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Enable or disable 20/40 MHz coexistence for the 2.4 GHz radio,features_security_maintenance_limitations,"[""183e963a-d605-5403-a4e2-b882de020cbb"", ""33088b55-3bd9-50bd-8652-c3cd7fd2d88f""]",codex_selected_provenance_checked,en,"How can I reduce nearby Wi-Fi interference on the RAXE500, and which radio does the setting affect?",Enable 20/40 MHz coexistence to let the 2.4 GHz radio use narrower channels when nearby networks cause interference. This can improve coexistence but may reduce peak speed; it does not change the 5 GHz radio.
Q-072,Q-072,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:fbc9501ac3f3021b,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Network Settings > Manage Ethernet Port Aggregation to a LAN Device > View or Change the Router Ethernet Port Aggregation Mode,facts_specifications,"[""15ed12eb-f2dc-5ebe-a1ce-38faeca23290"", ""25c77477-9af3-5379-a417-10b10c71f77b"", ""09ef238c-cabe-5ea4-9616-24e57ee8f002""]",codex_selected_provenance_checked,en,"What does RAXE500 Ethernet port aggregation do, and how do I set it up with compatible equipment?","Ethernet aggregation combines two ports for higher aggregated throughput. Make sure the switch or NAS supports 802.3ad LACP and configure it before connecting. In ADVANCED > Advanced Setup > Ethernet Port Aggregation, choose Enable (LACP) for a compatible device or Static only for a static LAG, apply the setting, and connect ports 3 and 4."
Q-073,Q-073,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:b501c092002a51d8,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Your Router > Monitor Internet traffic,facts_specifications,"[""04f1b52b-9f18-591e-ac0a-b16ee4a34dad""]",codex_selected_provenance_checked,en,How can I set a data-use limit or warning on the RAXE500?,"Enable Traffic Meter, set a volume or time limit and warning, and choose whether the internet light blinks or the connection stops at the limit."
Q-074,Q-074,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Manage Your Router > Set your time zone,setup_configuration,"[""8533530e-9001-5a31-a453-6077909ff031"", ""29f43702-7db0-5452-b0a7-d5a2155c5b59""]",codex_selected_provenance_checked,en,How do I set the time zone and daylight-saving option on the RAXE500?,"Open NTP Settings, choose the time zone, enable daylight saving when needed, and Apply."
Q-075,Q-075,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,features_security_maintenance_limitations,"[""5e5c51b3-dccd-5818-b9ae-65b70b14cfda"", ""b2cee766-ed4f-59bb-8d66-703a2aecba75""]",codex_selected_provenance_checked,en,How do I share a folder from a USB drive on the RAXE500?,"Choose the USB device in ReadySHARE Storage, create a network folder, and set read/write access. The default allows all LAN computers without a password."
Q-076,Q-076,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Use VPN to Access Your Network > Use VPN to access your Internet service at home > Set up VPN client Internet access in the router,features_security_maintenance_limitations,"[""0fc19ad4-a3f3-5128-a97a-000311ce8919"", ""f28a4c35-4d28-56c9-a6aa-9d30d17a3c6c""]",codex_selected_provenance_checked,en,How can a VPN user on the RAXE500 also use my home internet?,Enable VPN Service and choose All sites on the Internet & Home Network. Internet traffic through the home VPN may be slower than local access.
Q-077,Q-077,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Troubleshooting > Quick tips > Sequence to restart your network,troubleshooting_diagnostics,"[""494eba00-b9d1-5fec-898e-b212c6f28baf"", ""4f3d2903-b1ca-556d-a4f9-f0bea742c6b5""]",codex_selected_provenance_checked,en,What is the right order for restarting the RAXE500 network?,"Turn off and unplug the modem, turn off the router, start the modem and wait two minutes, then start the router and wait two more minutes."
Q-078,Q-078,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Overview > Sync your Orbi satellite with your Orbi router,facts_specifications,"[""1c16631a-253c-55de-96e9-4f70304c9712"", ""fd0ce992-9b7f-58e2-9140-f25a95a0b95b""]",codex_selected_provenance_checked,en,"What do the RBK852 satellite light colors mean, and when should I move or sync it again?","The satellite LED indicates connection quality: blue means a good connection, amber means move the satellite closer, and magenta means move it closer and sync it with the router again. Use the sync procedure after relocating it."
Q-079,Q-079,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Your Internet Settings > Manage an IPv6 Internet connection > Specify IPv6 Internet connections,facts_specifications,"[""a705dc8c-df43-54a7-96d4-bec53069d331"", ""de3de3b9-79ad-5fbc-9db0-88299436c0c8"", ""bafbe93c-5d33-537b-82ee-2c89ca1550eb""]",codex_selected_provenance_checked,en,How do I choose the RBK852 IPv6 connection type and enter it correctly?,"Open ADVANCED > Advanced > IPv6 and choose Auto Detect when you are unsure, or Auto Config when the ISP uses IPv6 without PPPoE, DHCP, or a fixed setup. If you enter an address, use valid colon-separated hexadecimal groups—no more than eight groups, no group over four characters, and no invalid run of colons—then apply the setting."
Q-080,Q-080,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Your Internet Settings > Manage an IPv6 Internet connection > Set up an IPv6 PPPoE Internet connection,setup_configuration,"[""de3de3b9-79ad-5fbc-9db0-88299436c0c8"", ""acfcfc10-9010-5a5e-9f6c-e4bbbf310479""]",codex_selected_provenance_checked,en,How do I set up an IPv6 connection that uses my provider login on the RBK852?,"Choose IPv6 PPPoE, enter the provider login and optional service name, set DNS/address options, and Apply. Always On reconnects after a drop."
Q-081,Q-081,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Control Access to the Internet > Set up security event email notifications,features_security_maintenance_limitations,"[""aee81160-3f45-597d-97ea-c7a1ad45d30a""]",codex_selected_provenance_checked,en,How can the RBK852 email me about security events?,"Enable email notification, enter the email and SMTP details, choose immediate or scheduled alerts, and Apply. Missing email/SMTP values prevent notifications."
Q-082,Q-082,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Network Settings > Manage the WAN preference for Orbi router model RBR860 > Set up Internet port aggregation for Orbi router model RBR860,setup_configuration,"[""695ad5a7-796a-5776-8666-89a1b5d3790d"", ""a6546993-1d1a-5eb2-b616-d7c4995490a6"", ""6bb5767a-39e9-5a45-9bab-e7b9f978ef05""]",codex_selected_provenance_checked,en,"How do I enable WAN aggregation on the RBR860, and how can I switch back to the normal 10G port?","The normal WAN preference uses the 10G Internet port. For aggregation, use a modem that supports LACP, configure aggregation on the modem, select WAN aggregation (10 Gbps + 1 Gbps, LACP) under ADVANCED > Setup > Internet Setup, apply it, and connect the router's 10G Internet port and port 1 to the modem. To revert, select Internet port (10 Gbps) in WAN Preference and apply."
Q-083,Q-083,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify Network Settings > Manage custom static routes > Set up a static route,features_security_maintenance_limitations,"[""0c1c7d8a-f45e-5523-bea2-3f232a33908c"", ""83b0f8da-6afa-5070-9d44-c12b3b247e8b""]",codex_selected_provenance_checked,en,How can I tell the RBK852 to send traffic to another local network?,"Add a static route with its destination network, mask, and gateway. The gateway must be on the same LAN segment; a single host uses a /32 mask."
Q-084,Q-084,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Mantain and Monitor Your Network > Check your Internet bandwidth,facts_specifications,"[""0121bbc3-46f8-588c-b9d6-e7e69974a9fe""]",codex_selected_provenance_checked,en,How do I check my internet speed from the RBK852?,"Open orbilogin.com, choose Speedtest, and select Take a Speedtest to see download and upload speeds."
Q-085,Q-085,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,features_security_maintenance_limitations,"[""18c63118-b35b-5dc4-868c-424c36df8576"", ""e8fbf22f-7fac-51cc-8b76-ef68177b1407""]",codex_selected_provenance_checked,en,How do I stop a VPN user on the RBK852 from using my home internet?,"Enable VPN Service, choose Home Network only for clients, and Apply. This keeps VPN clients from using the home internet service."
Q-086,Q-086,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Customize Internet Traffic Rules for Ports > Manage port forwarding to a local server > Set up port forwarding to a local server,features_security_maintenance_limitations,"[""64c7ce15-7a5a-580d-adbe-160bed89ad0b"", ""2f0fbedc-9ef5-5d0f-a5ab-6d155052f839""]",codex_selected_provenance_checked,en,How can I let an outside connection reach a server inside my RBK852 network?,"Give the server a stable local address, create a port-forwarding service with its port and protocol, and Apply."
